TOWNCODE,COUNTYNAME,TOWNNAME,median_household_income,gini_index,poverty_family_below_poverty_level_rate,poverty_family_below_poverty_level,tax_household_count
65000180,新北市,深坑區,414.326881874018,0.5425589253450902,0.013080684596577017,107,14002.0
65000190,新北市,石碇區,352.0077380952381,0.5050017173998844,0.0288659793814433,84,3360.0
65000200,新北市,坪林區,371.07790858725764,0.5166979578772003,0.013427825438269302,36,2888.0
65000210,新北市,三芝區,318.65712019739163,0.5024528406885242,0.02383804504072832,199,11348.0
65000220,新北市,石門區,322.7617335352006,0.540552289560015,0.012630662020905924,58,5284.0
65000230,新北市,八里區,377.11437969054015,0.5192472530001806,0.020759417226541857,275,21586.0
65000240,新北市,平溪區,335.97241379310344,0.4783834750015134,0.03887884267631103,86,1740.0
65000250,新北市,雙溪區,358.8835242771413,0.5491903982583181,0.029618082618862042,114,3666.0
65000260,新北市,貢寮區,336.1758078231293,0.4863213387770528,0.025870849460175187,127,4704.0
65000270,新北市,金山區,336.50313194584766,0.5235906479891487,0.023386581469648563,183,9898.0
65000280,新北市,萬里區,339.56073752711495,0.5062010394082307,0.05300490069641475,411,9220.0
65000290,新北市,烏來區,411.508412582297,0.44535814220843156,0.04782608695652174,99,2734.0
66000010,臺中市,中區,403.2516033547114,0.60307245411274,0.03963605940179879,379,8108.0
66000020,臺中市,東區,396.1297167523523,0.5013015524227882,0.03951944356623459,1000,41236.0
66000030,臺中市,南區,470.31651699472667,0.4931174782504822,0.021481023951684854,939,76612.0
66000040,臺中市,西區,495.6964760638298,0.6199756891006197,0.01906310382204628,809,69184.0
66000050,臺中市,北區,437.67102937259364,0.5772535143497671,0.029176495627959775,1645,82594.0
66000060,臺中市,西屯區,530.6232038318254,0.5632834983171771,0.009334179148919644,721,139046.0
66000070,臺中市,南屯區,550.2658707210148,0.5564250019197039,0.0113040109870761,642,107210.0
66000080,臺中市,北屯區,473.4335405153754,0.5195222032914961,0.023364014371644263,2315,165394.0
66000090,臺中市,豐原區,381.8981753014011,0.5218937709573033,0.01927697783237882,1067,92070.0
66000100,臺中市,東勢區,358.7848983003622,0.47541742900672695,0.019931662870159454,350,21534.0
66000110,臺中市,大甲區,377.5113441564989,0.5414011297356546,0.017065276785338993,406,39668.0
66000120,臺中市,清水區,389.731137133788,0.49017899241732066,0.021306766534559866,586,46626.0
66000130,臺中市,沙鹿區,448.03396940607195,0.5140295656711145,0.018314402849653875,545,51252.0
66000140,臺中市,梧棲區,410.1812677622637,0.49657163453757386,0.02632937532266391,459,32372.0
66000150,臺中市,后里區,380.09432017711276,0.48004081105308427,0.03179860881086453,480,26198.0
66000160,臺中市,神岡區,348.22904438999376,0.5244887298718679,0.017687311528647647,305,35098.0
66000170,臺中市,潭子區,388.09617046738913,0.5033416621573843,0.018102643856920685,582,60164.0
66000180,臺中市,大雅區,395.8028557017033,0.5769290417110289,0.020372334589078674,557,51546.0
66000190,臺中市,新社區,359.76016929226427,0.4940132314600319,0.036309692003390785,257,8506.0
66000200,臺中市,石岡區,355.75627137970355,0.5013296421591686,0.026204564666103127,124,7016.0
66000210,臺中市,外埔區,379.8129477993859,0.47257471648681537,0.03193527783691718,300,15632.0
66000220,臺中市,大安區,353.46318668794163,0.4935689503603134,0.026908396946564887,141,8774.0
66000230,臺中市,烏日區,413.78583413231064,0.5128560736838422,0.016579251489021247,373,41720.0
66000240,臺中市,大肚區,375.47616060225846,0.4928474960357284,0.03121185701830863,537,30286.0
66000250,臺中市,龍井區,396.40034179230264,0.525244087805413,0.019437988590745827,460,42716.0
66000260,臺中市,霧峰區,358.9411930395593,0.5278234367875545,0.021077535218840735,392,31952.0
66000270,臺中市,太平區,383.46277895085495,0.4951748427402891,0.02924763655462185,1782,96612.0
66000280,臺中市,大里區,391.6891205963262,0.5061598802557068,0.02569107644258923,1711,112690.0
66000290,臺中市,和平區,359.6731004901961,0.44739834983593496,0.0574468085106383,270,3264.0
67000010,臺南市,新營區,468.4691993201341,0.47546285635074187,0.011663690589263326,307,43538.0
67000020,臺南市,鹽水區,383.90565703138856,0.5069482091650643,0.0244,244,11278.0
67000030,臺南市,白河區,375.0552308002419,0.4828449289141572,0.01724308790010901,174,9922.0
67000040,臺南市,柳營區,398.7789314516129,0.47827108132570473,0.014482662581813117,104,9920.0
67000050,臺南市,後壁區,402.0319369556201,0.452594414282543,0.02570840950639854,225,9644.0
67000060,臺南市,東山區,364.76440922190204,0.4720369942579672,0.01109534253644691,86,6940.0
67000070,臺南市,麻豆區,421.12860500858875,0.4862041982825443,0.01207457042393684,182,22122.0
67000080,臺南市,下營區,396.8287010229685,0.46525637139914444,0.012177650429799427,102,10362.0
67000090,臺南市,六甲區,398.924360726137,0.468558445941142,0.012404703450058147,96,10246.0
67000100,臺南市,官田區,395.75246787111195,0.4546970019236273,0.021613595116317438,131,10738.0
67000110,臺南市,大內區,339.60017371163866,0.4690206930621939,0.027977044476327116,78,3454.0
67000120,臺南市,佳里區,415.2821318710713,0.4805292314263634,0.008090375413151793,164,29908.0
67000130,臺南市,學甲區,372.3536544291007,0.4759575290235691,0.014517506404782237,136,11876.0
67000140,臺南市,西港區,373.91438784629133,0.4986430444775101,0.02127104267258254,163,11190.0
67000150,臺南市,七股區,340.0472237343495,0.49130371712255927,0.022558224606755273,185,7348.0
67000160,臺南市,將軍區,348.71492805755395,0.4764942981052958,0.01717557251908397,117,6672.0
67000170,臺南市,北門區,361.50433776749566,0.4539617658006415,0.018338238623500112,81,3458.0
67000180,臺南市,新化區,390.56799771276087,0.4927872697130654,0.010873329177920908,157,20986.0
67000190,臺南市,善化區,562.6932025227751,0.4899521316084973,0.011040264494037076,187,28540.0
67000200,臺南市,新市區,437.8070527522936,0.4811299870901045,0.0069674568782394425,82,20928.0
67000210,臺南市,安定區,402.6454010095345,0.47021264968474347,0.015411308430291896,151,14264.0
67000220,臺南市,山上區,344.2900246305419,0.4548222030618952,0.019561068702290078,41,3248.0
67000230,臺南市,玉井區,381.98548650858544,0.47879621057410876,0.032354108773322746,163,4892.0
67000240,臺南市,楠西區,349.53192252510763,0.46544342710226166,0.02751293925360937,101,2788.0
67000250,臺南市,南化區,381.5598484848485,0.4305981398007854,0.01929260450160772,60,2640.0
67000260,臺南市,左鎮區,326.79646017699116,0.4530563703720719,0.03665207877461707,67,1356.0
67000270,臺南市,仁德區,424.2379352926649,0.4831669915342275,0.01352227070462695,313,40490.0
67000280,臺南市,歸仁區,412.79421166799864,0.4919446817301073,0.017281748243951386,310,35036.0
67000290,臺南市,關廟區,370.17929165616334,0.4866216085538035,0.017353182939081193,190,15868.0
67000300,臺南市,龍崎區,355.4403815580286,0.4737902050617535,0.015873015873015872,26,1258.0
67000310,臺南市,永康區,453.58309316458866,0.6236969079595976,0.01127029072864392,804,127688.0
67000320,臺南市,東區,516.9661418921413,0.5445184440319474,0.011475112026159622,758,108364.0
67000330,臺南市,南區,394.3020987150083,0.5107461026915359,0.023098908307173312,986,63658.0
67000340,臺南市,北區,477.8658819991251,0.5214887062316446,0.015453488872627093,718,73152.0
67000350,臺南市,安南區,410.55720526782324,0.4800552485978618,0.015937847608453837,917,94764.0
67000360,臺南市,安平區,468.072897598794,0.5401957994717901,0.01373825018076645,342,37148.0
67000370,臺南市,中西區,466.2732889297198,0.5781114632138553,0.021645594757397232,654,43540.0
68000010,桃園市,桃園區,500.999484491171,0.5401934895424443,0.01564016210970946,2466,275456.0
68000020,桃園市,中壢區,482.6741553985873,0.49912986915718005,0.012504970743623245,1761,247750.0
68000030,桃園市,大溪區,402.71415157332444,0.49176839107318027,0.0191106971609921,554,47924.0
68000040,桃園市,楊梅區,436.66364883667,0.5080506979532942,0.018544909742015638,1015,103496.0
68000050,桃園市,蘆竹區,515.0257616089914,0.5062549547865725,0.012190902615243717,599,101430.0
68000060,桃園市,大園區,418.0723780832235,0.5085015597790984,0.010248424712102557,283,53110.0
68000070,桃園市,龜山區,471.43121676828645,0.5005437846013047,0.01626535521917779,764,97422.0
68000080,桃園市,八德區,430.9742345672674,0.49932273864657234,0.017697626040137054,1157,116862.0
68000090,桃園市,龍潭區,449.91570669993905,0.5239982449869062,0.016578689089896282,625,68926.0
68000100,桃園市,平鎮區,450.0371086798409,0.5453796352407512,0.010694139219775758,764,129242.0
68000110,桃園市,新屋區,385.6839145961553,0.479272206886236,0.02050496205487449,281,26322.0
68000120,桃園市,觀音區,394.53631387821696,0.4606420542842996,0.021599148202606094,426,38002.0
68000130,桃園市,復興區,383.0542203985932,0.4512366564092981,0.08369755244755245,383,3412.0
