年月,縣市,用電性質,售電量(度),用電佔比(%),,
11302,金門縣,農林漁牧,271854,1.33,,
11302,金門縣,工業,2240553,10.97,,
11302,連江縣,住宅,2527948,42.15,,
11302,連江縣,服務業,2800553,46.69,,
11302,連江縣,農林漁牧,5025,0.08,,
11302,連江縣,工業,664650,11.08,,
11301,新北市,住宅,637097035,39.53,,
11301,新北市,服務業,492169914,30.54,,
11301,新北市,農林漁牧,2095773,0.13,,
11301,新北市,工業,480401607,29.81,,
11301,台北市,住宅,396340867,35.38,,
11301,台北市,服務業,668903137,59.71,,
11301,台北市,農林漁牧,261386,0.02,,
11301,台北市,工業,54681624,4.88,,
11301,桃園市,住宅,372326657,16.73,,
11301,桃園市,服務業,327003251,14.7,,
11301,桃園市,農林漁牧,4167802,0.19,,
11301,桃園市,工業,1521410190,68.38,,
11301,台中市,住宅,472185718,17.81,,
11301,台中市,服務業,438358388,16.54,,
11301,台中市,農林漁牧,12306366,0.46,,
11301,台中市,工業,1728184997,65.19,,
11301,台南市,住宅,307915204,11.78,,
11301,台南市,服務業,224035577,8.57,,
11301,台南市,農林漁牧,34809709,1.33,,
11301,台南市,工業,2047875443,78.32,,
11301,高雄市,住宅,491082325,20.44,,
11301,高雄市,服務業,402915859,16.77,,
11301,高雄市,農林漁牧,22688636,0.94,,
11301,高雄市,工業,1485579155,61.84,,
11301,宜蘭縣,住宅,71831086,26.54,,
11301,宜蘭縣,服務業,62997042,23.27,,
11301,宜蘭縣,農林漁牧,4953484,1.83,,
11301,宜蘭縣,工業,130888174,48.36,,
11301,新竹縣,住宅,98397218,10.99,,
11301,新竹縣,服務業,76663468,8.56,,
11301,新竹縣,農林漁牧,1744169,0.19,,
11301,新竹縣,工業,718864722,80.26,,
11301,苗栗縣,住宅,85443605,13.65,,
11301,苗栗縣,服務業,52036216,8.31,,
11301,苗栗縣,農林漁牧,2345550,0.37,,
11301,苗栗縣,工業,486011989,77.66,,
11301,彰化縣,住宅,187194334,22.06,,
11301,彰化縣,服務業,176449718,20.79,,
11301,彰化縣,農林漁牧,38459177,4.53,,
11301,彰化縣,工業,446460596,52.61,,
11301,南投縣,住宅,66797142,30.26,,
11301,南投縣,服務業,48098787,21.79,,
11301,南投縣,農林漁牧,9404710,4.26,,
11301,南投縣,工業,96439475,43.69,,
11301,雲林縣,住宅,106861725,24.05,,
11301,雲林縣,服務業,64278807,14.47,,
11301,雲林縣,農林漁牧,33149245,7.46,,
11301,雲林縣,工業,240036628,54.02,,
11301,嘉義縣,住宅,74279828,30.71,,
11301,嘉義縣,服務業,39240665,16.22,,
11301,嘉義縣,農林漁牧,20927099,8.65,,
11301,嘉義縣,工業,107417812,44.41,,
11301,屏東縣,住宅,133976214,33.88,,
11301,屏東縣,服務業,88430324,22.36,,
11301,屏東縣,農林漁牧,65441067,16.55,,
11301,屏東縣,工業,107571180,27.2,,
11301,台東縣,住宅,31547603,42.44,,
11301,台東縣,服務業,29310706,39.43,,
11301,台東縣,農林漁牧,2566292,3.45,,
11301,台東縣,工業,10909001,14.68,,
11301,花蓮縣,住宅,50289853,27.58,,
11301,花蓮縣,服務業,50739563,27.83,,
11301,花蓮縣,農林漁牧,2135991,1.17,,
11301,花蓮縣,工業,79161395,43.42,,
11301,基隆市,住宅,51524826,48.55,,
11301,基隆市,服務業,37330028,35.18,,
11301,基隆市,農林漁牧,425811,0.4,,
11301,基隆市,工業,16838856,15.87,,
11301,新竹市,住宅,85514071,11.83,,
11301,新竹市,服務業,87383838,12.09,,
11301,新竹市,農林漁牧,678950,0.09,,
11301,新竹市,工業,549223338,75.99,,
11301,嘉義市,住宅,40711717,45.36,,
11301,嘉義市,服務業,40815425,45.48,,
11301,嘉義市,農林漁牧,622891,0.69,,
11301,嘉義市,工業,7596749,8.46,,
11301,澎湖縣,住宅,15154509,42.89,,
11301,澎湖縣,服務業,15216476,43.07,,
11301,澎湖縣,農林漁牧,364187,1.03,,
11301,澎湖縣,工業,4596658,13.01,,
11301,金門縣,住宅,11603087,48.41,,
11301,金門縣,服務業,9461727,39.48,,
11301,金門縣,農林漁牧,309350,1.29,,
11301,金門縣,工業,2594425,10.82,,
11301,連江縣,住宅,2930044,44.26,,
11301,連江縣,服務業,2936953,44.37,,
11301,連江縣,農林漁牧,5159,0.08,,
11301,連江縣,工業,747662,11.29,,
11212,新北市,住宅,633697024,39.85,,
11212,新北市,服務業,492355475,30.97,,
11212,新北市,農林漁牧,1747107,0.11,,
11212,新北市,工業,462229122,29.07,,
11212,台北市,住宅,377332238,34.01,,
11212,台北市,服務業,684692427,61.71,,
11212,台北市,農林漁牧,252033,0.02,,
11212,台北市,工業,47207617,4.25,,
11212,桃園市,住宅,386520740,17.1,,
11212,桃園市,服務業,351349691,15.54,,
11212,桃園市,農林漁牧,4321000,0.19,,
11212,桃園市,工業,1518607901,67.17,,
11212,台中市,住宅,494192563,18.36,,
11212,台中市,服務業,467334136,17.36,,
11212,台中市,農林漁牧,12807927,0.48,,
11212,台中市,工業,1717073404,63.8,,
11212,台南市,住宅,31117390,12.75,,
11212,台南市,服務業,251761270,10.02,,
11212,台南市,農林漁牧,36477822,1.45,,
11212,台南市,工業,1903049473,75.77,,
11212,高雄市,住宅,401399960,16.98,,
11212,高雄市,服務業,431826456,18.27,,
11212,高雄市,農林漁牧,22129810,0.94,,
11212,高雄市,工業,1508197847,63.81,,
11212,宜蘭縣,住宅,72262941,25.87,,
11212,宜蘭縣,服務業,66786107,23.91,,
11212,宜蘭縣,農林漁牧,5246357,1.88,,
11212,宜蘭縣,工業,135077343,48.35,,
11212,新竹縣,住宅,108863014,11.41,,
11212,新竹縣,服務業,88246332,9.25,,
11212,新竹縣,農林漁牧,1577619,0.17,,
11212,新竹縣,工業,755670567,79.18,,
11212,苗栗縣,住宅,77228003,12.57,,
11212,苗栗縣,服務業,57378249,9.34,,
11212,苗栗縣,農林漁牧,2550507,0.42,,
11212,苗栗縣,工業,477034054,77.67,,
11212,彰化縣,住宅,186417276,21.27,,
11212,彰化縣,服務業,193937506,22.13,,
11212,彰化縣,農林漁牧,39180708,4.47,,
11212,彰化縣,工業,456984331,52.14,,
11212,南投縣,住宅,79647022,33.23,,
11212,南投縣,服務業,57220321,23.88,,
11212,南投縣,農林漁牧,9819239,4.1,,
11212,南投縣,工業,92963295,38.79,,
11212,雲林縣,住宅,102339086,23.14,,
11212,雲林縣,服務業,69595016,15.74,,
11212,雲林縣,農林漁牧,34042381,7.7,,
11212,雲林縣,工業,236218925,53.42,,
11212,嘉義縣,住宅,65783866,27.43,,
11212,嘉義縣,服務業,44754407,18.66,,
11212,嘉義縣,農林漁牧,22015877,9.18,,
11212,嘉義縣,工業,107273114,44.73,,
11212,屏東縣,住宅,117612486,30.51,,
11212,屏東縣,服務業,98461911,25.55,,
11212,屏東縣,農林漁牧,62405478,16.19,,
11212,屏東縣,工業,106948797,27.75,,
11212,台東縣,住宅,33571924,42.27,,
11212,台東縣,服務業,31922878,40.2,,
11212,台東縣,農林漁牧,2604960,3.28,,
11212,台東縣,工業,11314072,14.25,,
11212,花蓮縣,住宅,51084829,27.22,,
11212,花蓮縣,服務業,58137598,30.97,,
11212,花蓮縣,農林漁牧,2259271,1.2,,
11212,花蓮縣,工業,76215705,40.61,,
11212,基隆市,住宅,56170095,49.08,,
11212,基隆市,服務業,40244999,35.16,,
11212,基隆市,農林漁牧,417527,0.36,,
11212,基隆市,工業,17615430,15.39,,
11212,新竹市,住宅,72545620,10.17,,
11212,新竹市,服務業,94655670,13.28,,
11212,新竹市,農林漁牧,753196,0.11,,
11212,新竹市,工業,545081543,76.45,,
11212,嘉義市,住宅,40809966,45,,
11212,嘉義市,服務業,41736509,46.02,,
11212,嘉義市,農林漁牧,728971,0.8,,
11212,嘉義市,工業,7412653,8.17,,
11212,澎湖縣,住宅,14217406,41.44,,
11212,澎湖縣,服務業,15110961,44.04,,
11212,澎湖縣,農林漁牧,344751,1,,
11212,澎湖縣,工業,4637983,13.52,,
11212,金門縣,住宅,9158416,42.3,,
11212,金門縣,服務業,9465686,43.72,,
11212,金門縣,農林漁牧,301885,1.39,,
11212,金門縣,工業,2726314,12.59,,
11212,連江縣,住宅,1978677,34.81,,
11212,連江縣,服務業,2998340,52.76,,
11212,連江縣,農林漁牧,5715,0.1,,
11212,連江縣,工業,700724,12.33,,
11211,新北市,住宅,787421119,42.79,,
11211,新北市,服務業,558016482,30.32,,
11211,新北市,農林漁牧,2314209,0.13,,
11211,新北市,工業,492373766,26.76,,
11211,台北市,住宅,491842464,37.27,,
11211,台北市,服務業,764280386,57.92,,
11211,台北市,農林漁牧,278514,0.02,,
11211,台北市,工業,63190976,4.79,,
11211,桃園市,住宅,414535335,18.06,,
11211,桃園市,服務業,367487166,16.01,,
11211,桃園市,農林漁牧,4611334,0.2,,
11211,桃園市,工業,1508222740,65.72,,
11211,台中市,住宅,589098250,21.02,,
11211,台中市,服務業,496980341,17.73,,
11211,台中市,農林漁牧,13868020,0.49,,
11211,台中市,工業,1702918805,60.76,,
11211,台南市,住宅,382300913,14.15,,
11211,台南市,服務業,260026206,9.62,,
11211,台南市,農林漁牧,39174342,1.45,,
11211,台南市,工業,2020958728,74.78,,
11211,高雄市,住宅,618622859,24.12,,
11211,高雄市,服務業,456645319,17.8,,
11211,高雄市,農林漁牧,22350064,0.87,,
11211,高雄市,工業,1467375235,57.21,,
11211,宜蘭縣,住宅,80821292,27.69,,
11211,宜蘭縣,服務業,69221014,23.72,,
11211,宜蘭縣,農林漁牧,6160849,2.11,,
11211,宜蘭縣,工業,135659074,46.48,,
11211,新竹縣,住宅,118182977,12.18,,
11211,新竹縣,服務業,85228599,8.78,,
11211,新竹縣,農林漁牧,1969460,0.2,,
11211,新竹縣,工業,765203857,78.84,,
11211,苗栗縣,住宅,107135892,16.5,,
11211,苗栗縣,服務業,58723060,9.04,,
11211,苗栗縣,農林漁牧,2779407,0.43,,
11211,苗栗縣,工業,480742038,74.03,,
11211,彰化縣,住宅,228538719,24.51,,
11211,彰化縣,服務業,186698543,20.03,,
11211,彰化縣,農林漁牧,44017287,4.72,,
11211,彰化縣,工業,473042015,50.74,,
11211,南投縣,住宅,73847049,31.43,,
11211,南投縣,服務業,53078527,22.59,,
11211,南投縣,農林漁牧,10270999,4.37,,
11211,南投縣,工業,97733387,41.6,,
11211,雲林縣,住宅,132473127,27.43,,
11211,雲林縣,服務業,74206626,15.36,,
11211,雲林縣,農林漁牧,35569978,7.36,,
11211,雲林縣,工業,240725900,49.84,,
11211,嘉義縣,住宅,90264694,33.43,,
11211,嘉義縣,服務業,45086133,16.7,,
11211,嘉義縣,農林漁牧,24468652,9.06,,
11211,嘉義縣,工業,110190866,40.81,,
11211,屏東縣,住宅,156506978,36.74,,
11211,屏東縣,服務業,98413504,23.1,,
11211,屏東縣,農林漁牧,61080617,14.34,,
11211,屏東縣,工業,110018892,25.82,,
11211,台東縣,住宅,35832127,43.31,,
11211,台東縣,服務業,32853300,39.71,,
11211,台東縣,農林漁牧,2527789,3.05,,
11211,台東縣,工業,11529725,13.93,,
11211,花蓮縣,住宅,58042666,29.33,,
11211,花蓮縣,服務業,56891596,28.75,,
11211,花蓮縣,農林漁牧,2370263,1.2,,
11211,花蓮縣,工業,80592354,40.72,,
11211,基隆市,住宅,59610444,49.5,,
11211,基隆市,服務業,42326075,35.15,,
11211,基隆市,農林漁牧,418243,0.35,,
11211,基隆市,工業,18058404,15,,
11211,新竹市,住宅,106631177,14.08,,
11211,新竹市,服務業,102021883,13.47,,
11211,新竹市,農林漁牧,824149,0.11,,
11211,新竹市,工業,548006564,72.35,,
11211,嘉義市,住宅,50435126,47.81,,
11211,嘉義市,服務業,46536105,44.12,,
11211,嘉義市,農林漁牧,727052,0.69,,
11211,嘉義市,工業,7789850,7.38,,
11211,澎湖縣,住宅,18586412,44.97,,
11211,澎湖縣,服務業,17730395,42.9,,
11211,澎湖縣,農林漁牧,374773,0.91,,
11211,澎湖縣,工業,4642183,11.23,,
11211,金門縣,住宅,13221404,47.03,,
11211,金門縣,服務業,10994144,39.11,,
11211,金門縣,農林漁牧,322447,1.15,,
11211,金門縣,工業,3573327,12.71,,
11211,連江縣,住宅,2882252,43.75,,
11211,連江縣,服務業,2978088,45.21,,
11211,連江縣,農林漁牧,6490,0.1,,
11211,連江縣,工業,720834,10.94,,
11210,新北市,住宅,938775362,46.22,,
11210,新北市,服務業,583254881,28.72,,
11210,新北市,農林漁牧,2099021,0.1,,
11210,新北市,工業,506921320,24.96,,
11210,台北市,住宅,567939806,39.31,,
11210,台北市,服務業,818319024,56.65,,
11210,台北市,農林漁牧,311631,0.02,,
11210,台北市,工業,58025110,4.02,,
11210,桃園市,住宅,577092409,22.61,,
11210,桃園市,服務業,417618840,16.36,,
11210,桃園市,農林漁牧,5532707,0.22,,
11210,桃園市,工業,1552623537,60.82,,
11210,台中市,住宅,667825097,22.25,,
11210,台中市,服務業,529882911,17.65,,
11210,台中市,農林漁牧,15400367,0.51,,
11210,台中市,工業,1788444622,59.58,,
11210,台南市,住宅,422846489,14.13,,
11210,台南市,服務業,279769957,9.35,,
11210,台南市,農林漁牧,41784967,1.4,,
11210,台南市,工業,2248641751,75.13,,
11210,高雄市,住宅,507768970,20.47,,
11210,高雄市,服務業,479603470,19.34,,
11210,高雄市,農林漁牧,21930888,0.88,,
11210,高雄市,工業,1470694470,59.3,,
11210,宜蘭縣,住宅,108395963,33.33,,
11210,宜蘭縣,服務業,74471842,22.9,,
11210,宜蘭縣,農林漁牧,7062362,2.17,,
11210,宜蘭縣,工業,135264629,41.59,,
11210,新竹縣,住宅,158219240,14.77,,
11210,新竹縣,服務業,99309469,9.27,,
11210,新竹縣,農林漁牧,2112570,0.2,,
11210,新竹縣,工業,811280101,75.76,,
11210,苗栗縣,住宅,114612618,17.08,,
11210,苗栗縣,服務業,62631823,9.33,,
11210,苗栗縣,農林漁牧,3059791,0.46,,
11210,苗栗縣,工業,490717061,73.13,,
11210,彰化縣,住宅,258244154,26.35,,
11210,彰化縣,服務業,205770033,21,,
11210,彰化縣,農林漁牧,49359139,5.04,,
11210,彰化縣,工業,466654027,47.62,,
11210,南投縣,住宅,98518968,36.79,,
11210,南投縣,服務業,59676511,22.29,,
11210,南投縣,農林漁牧,10817502,4.04,,
11210,南投縣,工業,98746865,36.88,,
11210,雲林縣,住宅,138928728,27.86,,
11210,雲林縣,服務業,73549007,14.75,,
11210,雲林縣,農林漁牧,40272467,8.08,,
11210,雲林縣,工業,245881363,49.31,,
11210,嘉義縣,住宅,88364016,32.4,,
11210,嘉義縣,服務業,46747838,17.14,,
11210,嘉義縣,農林漁牧,26697207,9.79,,
11210,嘉義縣,工業,110958256,40.68,,
11210,屏東縣,住宅,153112279,35.87,,
11210,屏東縣,服務業,103523153,24.25,,
11210,屏東縣,農林漁牧,61724129,14.46,,
11210,屏東縣,工業,108513160,25.42,,
11210,台東縣,住宅,46775873,48.1,,
11210,台東縣,服務業,35832573,36.85,,
11210,台東縣,農林漁牧,2581785,2.65,,
11210,台東縣,工業,12061348,12.4,,
11210,花蓮縣,住宅,74402187,33.37,,
11210,花蓮縣,服務業,61334584,27.51,,
11210,花蓮縣,農林漁牧,2518643,1.13,,
11210,花蓮縣,工業,84727491,38,,
11210,基隆市,住宅,82908086,55.41,,
11210,基隆市,服務業,47146415,31.51,,
11210,基隆市,農林漁牧,490598,0.33,,
11210,基隆市,工業,19068535,12.75,,
11210,新竹市,住宅,111540309,13.87,,
11210,新竹市,服務業,110223582,13.71,,
11210,新竹市,農林漁牧,958007,0.12,,
11210,新竹市,工業,581424354,72.3,,
11210,嘉義市,住宅,56084600,49.63,,
11210,嘉義市,服務業,48073190,42.54,,
11210,嘉義市,農林漁牧,798180,0.71,,
11210,嘉義市,工業,8059273,7.13,,
11210,澎湖縣,住宅,19982528,46.95,,
11210,澎湖縣,服務業,17317213,40.69,,
11210,澎湖縣,農林漁牧,406370,0.95,,
11210,澎湖縣,工業,4853619,11.4,,
11210,金門縣,住宅,13284470,46.89,,
11210,金門縣,服務業,10992515,38.8,,
11210,金門縣,農林漁牧,362789,1.28,,
11210,金門縣,工業,3689473,13.02,,
11210,連江縣,住宅,2886085,39.61,,
11210,連江縣,服務業,3621453,49.71,,
11210,連江縣,農林漁牧,9624,0.13,,
11210,連江縣,工業,768630,10.55,,
11209,新北市,住宅,1034066376,46.02,,
11209,新北市,服務業,673257071,29.96,,
11209,新北市,農林漁牧,2697147,0.12,,
11209,新北市,工業,536932708,23.9,,
11209,台北市,住宅,650967494,39.57,,
11209,台北市,服務業,924026547,56.16,,
11209,台北市,農林漁牧,311733,0.02,,
11209,台北市,工業,69914488,4.25,,
11209,桃園市,住宅,533701038,20.66,,
11209,桃園市,服務業,451359171,17.47,,
11209,桃園市,農林漁牧,5799155,0.22,,
11209,桃園市,工業,1592815593,61.65,,
11209,台中市,住宅,714727766,22.88,,
11209,台中市,服務業,581417044,18.61,,
11209,台中市,農林漁牧,15625267,0.5,,
11209,台中市,工業,1812182086,58.01,,
11209,台南市,住宅,448531094,14.82,,
11209,台南市,服務業,293932293,9.71,,
11209,台南市,農林漁牧,45086800,1.49,,
11209,台南市,工業,2239098317,73.98,,
11209,高雄市,住宅,709832158,26.14,,
11209,高雄市,服務業,508669358,18.74,,
11209,高雄市,農林漁牧,23150076,0.85,,
11209,高雄市,工業,1473335062,54.27,,
11209,宜蘭縣,住宅,109038725,32.04,,
11209,宜蘭縣,服務業,87005518,25.57,,
11209,宜蘭縣,農林漁牧,7875251,2.31,,
11209,宜蘭縣,工業,136351069,40.07,,
11209,新竹縣,住宅,151321536,14.16,,
11209,新竹縣,服務業,104572116,9.78,,
11209,新竹縣,農林漁牧,2537042,0.24,,
11209,新竹縣,工業,810556158,75.82,,
11209,苗栗縣,住宅,138456587,19.78,,
11209,苗栗縣,服務業,70475790,10.07,,
11209,苗栗縣,農林漁牧,3408077,0.49,,
11209,苗栗縣,工業,487513521,69.66,,
11209,彰化縣,住宅,275193150,26.6,,
11209,彰化縣,服務業,211824567,20.47,,
11209,彰化縣,農林漁牧,54352242,5.25,,
11209,彰化縣,工業,493211935,47.67,,
11209,南投縣,住宅,81873834,32.81,,
11209,南投縣,服務業,59415806,23.81,,
11209,南投縣,農林漁牧,10658880,4.27,,
11209,南投縣,工業,97622626,39.12,,
11209,雲林縣,住宅,154252011,29.12,,
11209,雲林縣,服務業,85004877,16.05,,
11209,雲林縣,農林漁牧,44334861,8.37,,
11209,雲林縣,工業,246139807,46.47,,
11209,嘉義縣,住宅,104913299,35.17,,
11209,嘉義縣,服務業,52584194,17.63,,
11209,嘉義縣,農林漁牧,28572788,9.58,,
11209,嘉義縣,工業,112267901,37.63,,
11209,屏東縣,住宅,181252402,38.82,,
11209,屏東縣,服務業,109500918,23.45,,
11209,屏東縣,農林漁牧,65412873,14.01,,
11209,屏東縣,工業,110772146,23.72,,
11209,台東縣,住宅,43424866,44.79,,
11209,台東縣,服務業,39226865,40.46,,
11209,台東縣,農林漁牧,3058278,3.15,,
11209,台東縣,工業,11240062,11.59,,
11209,花蓮縣,住宅,72760947,31.49,,
11209,花蓮縣,服務業,68723453,29.75,,
11209,花蓮縣,農林漁牧,2865246,1.24,,
11209,花蓮縣,工業,86679733,37.52,,
11209,基隆市,住宅,79633648,52.26,,
11209,基隆市,服務業,52335833,34.34,,
11209,基隆市,農林漁牧,530184,0.35,,
11209,基隆市,工業,19891847,13.05,,
11209,新竹市,住宅,140673991,16.6,,
11209,新竹市,服務業,123707748,14.6,,
11209,新竹市,農林漁牧,993745,0.12,,
11209,新竹市,工業,581862293,68.68,,
11209,嘉義市,住宅,60116511,48.96,,
11209,嘉義市,服務業,53700859,43.74,,
11209,嘉義市,農林漁牧,790162,0.64,,
11209,嘉義市,工業,8173882,6.66,,
11209,澎湖縣,住宅,23850528,46.61,,
11209,澎湖縣,服務業,21945764,42.89,,
11209,澎湖縣,農林漁牧,469662,0.92,,
11209,澎湖縣,工業,4906719,9.59,,
11209,金門縣,住宅,16414556,47.7,,
11209,金門縣,服務業,13595402,39.5,,
11209,金門縣,農林漁牧,347712,1.01,,
11209,金門縣,工業,4057745,11.79,,
11209,連江縣,住宅,3690159,43.79,,
11209,連江縣,服務業,3947958,46.85,,
11209,連江縣,農林漁牧,10967,0.13,,
11209,連江縣,工業,777351,9.23,,
11208,新北市,住宅,949819756,45.37,,
11208,新北市,服務業,604585257,28.88,,
11208,新北市,農林漁牧,2119575,0.1,,
11208,新北市,工業,537083174,25.65,,
11208,台北市,住宅,576843395,37.97,,
11208,台北市,服務業,882990432,58.13,,
11208,台北市,農林漁牧,298365,0.02,,
11208,台北市,工業,58896089,3.88,,
11208,桃園市,住宅,580570375,21.56,,
11208,桃園市,服務業,445589021,16.54,,
11208,桃園市,農林漁牧,5746818,0.21,,
11208,桃園市,工業,1661338226,61.69,,
11208,台中市,住宅,681229113,22.02,,
11208,台中市,服務業,548475150,17.73,,
11208,台中市,農林漁牧,15573049,0.5,,
11208,台中市,工業,1847883049,59.74,,
11208,台南市,住宅,447689745,14.56,,
11208,台南市,服務業,289120786,9.4,,
11208,台南市,農林漁牧,42959814,1.4,,
11208,台南市,工業,2295420294,74.64,,
11208,高雄市,住宅,538188343,20.75,,
11208,高雄市,服務業,496141940,19.13,,
11208,高雄市,農林漁牧,22627436,0.87,,
11208,高雄市,工業,1536836811,59.25,,
11208,宜蘭縣,住宅,110305017,31.85,,
11208,宜蘭縣,服務業,81505345,23.53,,
11208,宜蘭縣,農林漁牧,7503378,2.17,,
11208,宜蘭縣,工業,147022064,42.45,,
11208,新竹縣,住宅,159268830,14.25,,
11208,新竹縣,服務業,105750114,9.46,,
11208,新竹縣,農林漁牧,2335229,0.21,,
11208,新竹縣,工業,850631363,76.09,,
11208,苗栗縣,住宅,115988882,16.33,,
11208,苗栗縣,服務業,65961787,9.28,,
11208,苗栗縣,農林漁牧,3390067,0.48,,
11208,苗栗縣,工業,525123124,73.91,,
11208,彰化縣,住宅,264081157,25.3,,
11208,彰化縣,服務業,212234681,20.34,,
11208,彰化縣,農林漁牧,52494558,5.03,,
11208,彰化縣,工業,514792947,49.33,,
11208,南投縣,住宅,98336262,35.95,,
11208,南投縣,服務業,61162869,22.36,,
11208,南投縣,農林漁牧,10289194,3.76,,
11208,南投縣,工業,103751280,37.93,,
11208,雲林縣,住宅,143798601,27.78,,
11208,雲林縣,服務業,76965927,14.87,,
11208,雲林縣,農林漁牧,43056047,8.32,,
11208,雲林縣,工業,253881575,49.04,,
11208,嘉義縣,住宅,90535258,31.3,,
11208,嘉義縣,服務業,47482060,16.41,,
11208,嘉義縣,農林漁牧,27417820,9.48,,
11208,嘉義縣,工業,123847836,42.81,,
11208,屏東縣,住宅,168580063,36.56,,
11208,屏東縣,服務業,108502866,23.53,,
11208,屏東縣,農林漁牧,66414507,14.4,,
11208,屏東縣,工業,117623126,25.51,,
11208,台東縣,住宅,46791422,46.7,,
11208,台東縣,服務業,38973490,38.9,,
11208,台東縣,農林漁牧,3083943,3.08,,
11208,台東縣,工業,11346699,11.32,,
11208,花蓮縣,住宅,73998963,32.06,,
11208,花蓮縣,服務業,66736250,28.91,,
11208,花蓮縣,農林漁牧,2791056,1.21,,
11208,花蓮縣,工業,87322534,37.83,,
11208,基隆市,住宅,85080457,54.15,,
11208,基隆市,服務業,50612330,32.21,,
11208,基隆市,農林漁牧,595846,0.38,,
11208,基隆市,工業,20838528,13.26,,
11208,新竹市,住宅,113304261,13.39,,
11208,新竹市,服務業,118759845,14.03,,
11208,新竹市,農林漁牧,979083,0.12,,
11208,新竹市,工業,613270067,72.46,,
11208,嘉義市,住宅,58131568,49.48,,
11208,嘉義市,服務業,50199647,42.73,,
11208,嘉義市,農林漁牧,832919,0.71,,
11208,嘉義市,工業,8330121,7.09,,
11208,澎湖縣,住宅,20662715,44.82,,
11208,澎湖縣,服務業,19950108,43.27,,
11208,澎湖縣,農林漁牧,441505,0.96,,
11208,澎湖縣,工業,5049180,10.95,,
11208,金門縣,住宅,13295220,44.91,,
11208,金門縣,服務業,11752708,39.7,,
11208,金門縣,農林漁牧,361510,1.22,,
11208,金門縣,工業,4197802,14.18,,
11208,連江縣,住宅,2913539,38.36,,
11208,連江縣,服務業,3849138,50.68,,
11208,連江縣,農林漁牧,10019,0.13,,
11208,連江縣,工業,822919,10.83,,
11207,新北市,住宅,"790,295,012",40.73,,
11207,新北市,服務業,"617,588,199",31.83,,
11207,新北市,農林漁牧,"2,377,623",0.12,,
11207,新北市,工業,"530,044,050",27.32,,
11207,台北市,住宅,"498,490,672",34.21,,
11207,台北市,服務業,892904928,61.27,,
11207,台北市,農林漁牧,268989,0.02,,
11207,台北市,工業,65642643,4.5,,
11207,桃園市,住宅,417492928,16.74,,
11207,桃園市,服務業,425713473,17.06,,
11207,桃園市,農林漁牧,5332304,0.21,,
11207,桃園市,工業,1646129588,65.99,,
11207,台中市,住宅,587754759,19.52,,
11207,台中市,服務業,549274134,18.24,,
11207,台中市,農林漁牧,14840166,0.49,,
11207,台中市,工業,1858701632,61.74,,
11207,台南市,住宅,397243290,13.1,,
11207,台南市,服務業,284901039,9.39,,
11207,台南市,農林漁牧,42606767,1.4,,
11207,台南市,工業,2308044833,76.1,,
11207,高雄市,住宅,633162301,23.64,,
11207,高雄市,服務業,498692339,18.62,,
11207,高雄市,農林漁牧,22131179,0.83,,
11207,高雄市,工業,1524115679,56.91,,
11207,宜蘭縣,住宅,81515466,26.46,,
11207,宜蘭縣,服務業,80825628,26.24,,
11207,宜蘭縣,農林漁牧,7464788,2.42,,
11207,宜蘭縣,工業,138241774,44.88,,
11207,新竹縣,住宅,115996240,10.9,,
11207,新竹縣,服務業,98218307,9.23,,
11207,新竹縣,農林漁牧,2442672,0.23,,
11207,新竹縣,工業,847986192,79.65,,
11207,苗栗縣,住宅,108976183,15.57,,
11207,苗栗縣,服務業,66522890,9.5,,
11207,苗栗縣,農林漁牧,3434901,0.49,,
11207,苗栗縣,工業,521014336,74.44,,
11207,彰化縣,住宅,226751351,22.96,,
11207,彰化縣,服務業,202536458,20.51,,
11207,彰化縣,農林漁牧,51793809,5.25,,
11207,彰化縣,工業,506306286,51.28,,
11207,南投縣,住宅,70986831,29.54,,
11207,南投縣,服務業,57322114,23.85,,
11207,南投縣,農林漁牧,10425481,4.34,,
11207,南投縣,工業,101591342,42.27,,
11207,雲林縣,住宅,133133647,26.28,,
11207,雲林縣,服務業,80379816,15.87,,
11207,雲林縣,農林漁牧,43186932,8.53,,
11207,雲林縣,工業,249870665,49.33,,
11207,嘉義縣,住宅,90869704,31.92,,
11207,嘉義縣,服務業,49457214,17.37,,
11207,嘉義縣,農林漁牧,28013348,9.84,,
11207,嘉義縣,工業,116373238,40.87,,
11207,屏東縣,住宅,164823222,36.33,,
11207,屏東縣,服務業,109453077,24.13,,
11207,屏東縣,農林漁牧,67844776,14.95,,
11207,屏東縣,工業,111552368,24.59,,
11207,台東縣,住宅,35374374,40.26,,
11207,台東縣,服務業,37901895,43.14,,
11207,台東縣,農林漁牧,2875409,3.27,,
11207,台東縣,工業,11712296,13.33,,
11207,花蓮縣,住宅,57097918,26.95,,
11207,花蓮縣,服務業,65890397,31.1,,
11207,花蓮縣,農林漁牧,2788413,1.32,,
11207,花蓮縣,工業,86105358,40.64,,
11207,基隆市,住宅,58682078,45.53,,
11207,基隆市,服務業,49883434,38.71,,
11207,基隆市,農林漁牧,580912,0.45,,
11207,基隆市,工業,19730781,15.31,,
11207,新竹市,住宅,109970410,13.1,,
11207,新竹市,服務業,116177364,13.84,,
11207,新竹市,農林漁牧,945082,0.11,,
11207,新竹市,工業,612306074,72.95,,
11207,嘉義市,住宅,52620131,46.67,,
