年月,縣市,用電性質,售電量(度),用電佔比(%),,
10712,嘉義縣,住宅,61777354,27.58,,
10712,嘉義縣,服務業,43700998,19.51,,
10712,嘉義縣,農林漁牧,19831828,8.85,,
10712,嘉義縣,工業,98663806,44.05,,
10712,屏東縣,住宅,116558015,31.64,,
10712,屏東縣,服務業,93205238,25.3,,
10712,屏東縣,農林漁牧,59793314,16.23,,
10712,屏東縣,工業,98796435,26.82,,
10712,台東縣,住宅,31477036,42.49,,
10712,台東縣,服務業,29968286,40.45,,
10712,台東縣,農林漁牧,1932446,2.61,,
10712,台東縣,工業,10703927,14.45,,
10712,花蓮縣,住宅,48764628,24.76,,
10712,花蓮縣,服務業,58242355,29.57,,
10712,花蓮縣,農林漁牧,1683866,0.85,,
10712,花蓮縣,工業,88277262,44.82,,
10712,基隆市,住宅,52441152,47.38,,
10712,基隆市,服務業,41055557,37.09,,
10712,基隆市,農林漁牧,9757,0.01,,
10712,基隆市,工業,17180993,15.52,,
10712,新竹市,住宅,61039010,7.66,,
10712,新竹市,服務業,94499837,11.86,,
10712,新竹市,農林漁牧,749027,0.09,,
10712,新竹市,工業,640706804,80.39,,
10712,嘉義市,住宅,37770676,43.4,,
10712,嘉義市,服務業,41323506,47.48,,
10712,嘉義市,農林漁牧,606808,0.7,,
10712,嘉義市,工業,7337793,8.43,,
10712,澎湖縣,住宅,12435965,40.45,,
10712,澎湖縣,服務業,14395862,46.83,,
10712,澎湖縣,農林漁牧,333756,1.09,,
10712,澎湖縣,工業,3574721,11.63,,
10712,金門縣,住宅,7875997,40.12,,
10712,金門縣,服務業,9074253,46.23,,
10712,金門縣,農林漁牧,200271,1.02,,
10712,金門縣,工業,2479288,12.63,,
10712,連江縣,住宅,1738211,34.49,,
10712,連江縣,服務業,2692935,53.44,,
10712,連江縣,農林漁牧,7934,0.16,,
10712,連江縣,工業,600505,11.92,,
10711,新北市,住宅,652100460,38.79,,
10711,新北市,服務業,520999634,30.99,,
10711,新北市,農林漁牧,2422075,0.14,,
10711,新北市,工業,505616679,30.08,,
10711,台北市,住宅,424190360,33.2,,
10711,台北市,服務業,792205629,62.01,,
10711,台北市,農林漁牧,560856,0.04,,
10711,台北市,工業,60636049,4.75,,
10711,桃園市,住宅,321955177,14.35,,
10711,桃園市,服務業,359469313,16.02,,
10711,桃園市,農林漁牧,3277692,0.15,,
10711,桃園市,工業,1559307721,69.49,,
10711,台中市,住宅,485190891,19.03,,
10711,台中市,服務業,464919236,18.24,,
10711,台中市,農林漁牧,14480945,0.57,,
10711,台中市,工業,1584730820,62.16,,
10711,台南市,住宅,314319033,14.53,,
10711,台南市,服務業,275941829,12.76,,
10711,台南市,農林漁牧,31987936,1.48,,
10711,台南市,工業,1540969579,71.24,,
10711,高雄市,住宅,531726270,20.6,,
10711,高雄市,服務業,471873747,18.28,,
10711,高雄市,農林漁牧,20896592,0.81,,
10711,高雄市,工業,1557305423,60.32,,
10711,宜蘭縣,住宅,69576670,25.97,,
10711,宜蘭縣,服務業,68806258,25.68,,
10711,宜蘭縣,農林漁牧,5139439,1.92,,
10711,宜蘭縣,工業,124368667,46.43,,
10711,新竹縣,住宅,86504961,11.04,,
10711,新竹縣,服務業,78299269,9.99,,
10711,新竹縣,農林漁牧,1503370,0.19,,
10711,新竹縣,工業,617531181,78.78,,
10711,苗栗縣,住宅,85836900,16.12,,
10711,苗栗縣,服務業,59976641,11.27,,
10711,苗栗縣,農林漁牧,2533451,0.48,,
10711,苗栗縣,工業,383992612,72.13,,
10711,彰化縣,住宅,195753898,21.14,,
10711,彰化縣,服務業,173917909,18.78,,
10711,彰化縣,農林漁牧,36454251,3.94,,
10711,彰化縣,工業,519766413,56.14,,
10711,南投縣,住宅,65069619,28.81,,
10711,南投縣,服務業,54315710,24.05,,
10711,南投縣,農林漁牧,9123883,4.04,,
10711,南投縣,工業,97332844,43.1,,
10711,雲林縣,住宅,111663032,23.67,,
10711,雲林縣,服務業,74336914,15.76,,
10711,雲林縣,農林漁牧,30174766,6.4,,
10711,雲林縣,工業,255587899,54.18,,
10711,嘉義縣,住宅,77023101,30.92,,
10711,嘉義縣,服務業,47281035,18.98,,
10711,嘉義縣,農林漁牧,21562694,8.66,,
10711,嘉義縣,工業,103199375,41.43,,
10711,屏東縣,住宅,141157931,35.53,,
10711,屏東縣,服務業,98050850,24.68,,
10711,屏東縣,農林漁牧,59048568,14.86,,
10711,屏東縣,工業,99067637,24.93,,
10711,台東縣,住宅,30902517,41.51,,
10711,台東縣,服務業,30957111,41.58,,
10711,台東縣,農林漁牧,1708898,2.3,,
10711,台東縣,工業,10875459,14.61,,
10711,花蓮縣,住宅,50223718,25.3,,
10711,花蓮縣,服務業,61640159,31.05,,
10711,花蓮縣,農林漁牧,1709268,0.86,,
10711,花蓮縣,工業,84930184,42.79,,
10711,基隆市,住宅,51721179,45.83,,
10711,基隆市,服務業,43804035,38.81,,
10711,基隆市,農林漁牧,7329,0.01,,
10711,基隆市,工業,17324237,15.35,,
10711,新竹市,住宅,80211388,9.69,,
10711,新竹市,服務業,101624173,12.28,,
10711,新竹市,農林漁牧,824892,0.1,,
10711,新竹市,工業,644889728,77.93,,
10711,嘉義市,住宅,43153741,44.23,,
10711,嘉義市,服務業,46522829,47.69,,
10711,嘉義市,農林漁牧,586396,0.6,,
10711,嘉義市,工業,7293666,7.48,,
10711,澎湖縣,住宅,15607520,42.9,,
10711,澎湖縣,服務業,16870236,46.37,,
10711,澎湖縣,農林漁牧,328613,0.9,,
10711,澎湖縣,工業,3576756,9.83,,
10711,金門縣,住宅,10501981,41.81,,
10711,金門縣,服務業,11013176,43.85,,
10711,金門縣,農林漁牧,218409,0.87,,
10711,金門縣,工業,3383585,13.47,,
10711,連江縣,住宅,2301371,41.49,,
10711,連江縣,服務業,2646014,47.7,,
10711,連江縣,農林漁牧,7470,0.13,,
10711,連江縣,工業,591847,10.67,,
10710,新北市,住宅,818327506,43.32,,
10710,新北市,服務業,537996355,28.48,,
10710,新北市,農林漁牧,2664826,0.14,,
10710,新北市,工業,530131344,28.06,,
10710,台北市,住宅,518891350,36.81,,
10710,台北市,服務業,834458055,59.2,,
10710,台北市,農林漁牧,596338,0.04,,
10710,台北市,工業,55674492,3.95,,
10710,桃園市,住宅,477416325,19.22,,
10710,桃園市,服務業,396215447,15.95,,
10710,桃園市,農林漁牧,4200865,0.17,,
10710,桃園市,工業,1606037635,64.66,,
10710,台中市,住宅,554218549,20.56,,
10710,台中市,服務業,481723369,17.87,,
10710,台中市,農林漁牧,15508680,0.58,,
10710,台中市,工業,1644269296,61,,
10710,台南市,住宅,355971530,15.57,,
10710,台南市,服務業,295430545,12.92,,
10710,台南市,農林漁牧,34418154,1.51,,
10710,台南市,工業,1600648952,70.01,,
10710,高雄市,住宅,449361484,17.5,,
10710,高雄市,服務業,486763229,18.96,,
10710,高雄市,農林漁牧,20683416,0.81,,
10710,高雄市,工業,1610997385,62.74,,
10710,宜蘭縣,住宅,89205168,30.02,,
10710,宜蘭縣,服務業,69335533,23.33,,
10710,宜蘭縣,農林漁牧,6147620,2.07,,
10710,宜蘭縣,工業,132504079,44.59,,
10710,新竹縣,住宅,122711359,14.26,,
10710,新竹縣,服務業,89822807,10.43,,
10710,新竹縣,農林漁牧,1572901,0.18,,
10710,新竹縣,工業,646718006,75.13,,
10710,苗栗縣,住宅,92014325,15.73,,
10710,苗栗縣,服務業,62631888,10.7,,
10710,苗栗縣,農林漁牧,2564815,0.44,,
10710,苗栗縣,工業,427883748,73.13,,
10710,彰化縣,住宅,229029767,22.98,,
10710,彰化縣,服務業,187252617,18.79,,
10710,彰化縣,農林漁牧,41096626,4.12,,
10710,彰化縣,工業,539266991,54.11,,
10710,南投縣,住宅,86897905,33.37,,
10710,南投縣,服務業,59701645,22.93,,
10710,南投縣,農林漁牧,9920470,3.81,,
10710,南投縣,工業,103858649,39.89,,
10710,雲林縣,住宅,120265136,24.26,,
10710,雲林縣,服務業,73524504,14.83,,
10710,雲林縣,農林漁牧,33663036,6.79,,
10710,雲林縣,工業,268304002,54.12,,
10710,嘉義縣,住宅,77651716,31.02,,
10710,嘉義縣,服務業,48297175,19.29,,
10710,嘉義縣,農林漁牧,23119780,9.24,,
10710,嘉義縣,工業,101268690,40.45,,
10710,屏東縣,住宅,134974323,34.29,,
10710,屏東縣,服務業,100152511,25.44,,
10710,屏東縣,農林漁牧,57989489,14.73,,
10710,屏東縣,工業,100553377,25.54,,
10710,台東縣,住宅,39426640,45.71,,
10710,台東縣,服務業,34212636,39.67,,
10710,台東縣,農林漁牧,1684915,1.95,,
10710,台東縣,工業,10921734,12.66,,
10710,花蓮縣,住宅,64998348,29.91,,
10710,花蓮縣,服務業,64552243,29.71,,
10710,花蓮縣,農林漁牧,1795857,0.83,,
10710,花蓮縣,工業,85943755,39.55,,
10710,基隆市,住宅,76172530,53.6,,
10710,基隆市,服務業,47427336,33.37,,
10710,基隆市,農林漁牧,11552,0.01,,
10710,基隆市,工業,18497348,13.02,,
10710,新竹市,住宅,91050626,10.48,,
10710,新竹市,服務業,108159300,12.45,,
10710,新竹市,農林漁牧,900654,0.1,,
10710,新竹市,工業,668827054,76.97,,
10710,嘉義市,住宅,49092003,46.94,,
10710,嘉義市,服務業,47521357,45.44,,
10710,嘉義市,農林漁牧,656338,0.63,,
10710,嘉義市,工業,7319715,7,,
10710,澎湖縣,住宅,16314141,44.53,,
10710,澎湖縣,服務業,16174262,44.15,,
10710,澎湖縣,農林漁牧,373317,1.02,,
10710,澎湖縣,工業,3772726,10.3,,
10710,金門縣,住宅,11394743,43.59,,
10710,金門縣,服務業,10861099,41.55,,
10710,金門縣,農林漁牧,269049,1.03,,
10710,金門縣,工業,3616204,13.83,,
10710,連江縣,住宅,2320659,37.81,,
10710,連江縣,服務業,3191083,51.99,,
10710,連江縣,農林漁牧,9547,0.16,,
10710,連江縣,工業,616293,10.04,,
10709,新北市,住宅,968438171,44.62,,
10709,新北市,服務業,638033889,29.4,,
10709,新北市,農林漁牧,2958940,0.14,,
10709,新北市,工業,560896789,25.84,,
10709,台北市,住宅,629975211,38.01,,
10709,台北市,服務業,955555369,57.65,,
10709,台北市,農林漁牧,681525,0.04,,
10709,台北市,工業,71207136,4.3,,
10709,桃園市,住宅,450077751,17.89,,
10709,桃園市,服務業,430725550,17.12,,
10709,桃園市,農林漁牧,4226348,0.17,,
10709,桃園市,工業,1630461848,64.82,,
10709,台中市,住宅,626976758,22.39,,
10709,台中市,服務業,531558411,18.98,,
10709,台中市,農林漁牧,16292931,0.58,,
10709,台中市,工業,1625336013,58.04,,
10709,台南市,住宅,380688772,16.53,,
10709,台南市,服務業,303307203,13.17,,
10709,台南市,農林漁牧,36467016,1.58,,
10709,台南市,工業,1582328070,68.71,,
10709,高雄市,住宅,622517195,23.42,,
10709,高雄市,服務業,505008377,19,,
10709,高雄市,農林漁牧,21438199,0.81,,
10709,高雄市,工業,1508976752,56.77,,
10709,宜蘭縣,住宅,99416974,31.46,,
10709,宜蘭縣,服務業,84963805,26.88,,
10709,宜蘭縣,農林漁牧,7324353,2.32,,
10709,宜蘭縣,工業,124335438,39.34,,
10709,新竹縣,住宅,124165342,14.19,,
10709,新竹縣,服務業,91377890,10.45,,
10709,新竹縣,農林漁牧,2091291,0.24,,
10709,新竹縣,工業,657154504,75.12,,
10709,苗栗縣,住宅,123171084,19.49,,
10709,苗栗縣,服務業,70775246,11.2,,
10709,苗栗縣,農林漁牧,2826351,0.45,,
10709,苗栗縣,工業,435349937,68.87,,
10709,彰化縣,住宅,249785941,24.92,,
10709,彰化縣,服務業,190091826,18.96,,
10709,彰化縣,農林漁牧,44628028,4.45,,
10709,彰化縣,工業,517896016,51.67,,
10709,南投縣,住宅,74775826,30.75,,
10709,南投縣,服務業,60244393,24.77,,
10709,南投縣,農林漁牧,9155446,3.76,,
10709,南投縣,工業,99006001,40.71,,
10709,雲林縣,住宅,137936390,26.59,,
10709,雲林縣,服務業,83577977,16.11,,
10709,雲林縣,農林漁牧,36706985,7.08,,
10709,雲林縣,工業,260597703,50.23,,
10709,嘉義縣,住宅,93572036,35.55,,
10709,嘉義縣,服務業,53167657,20.2,,
10709,嘉義縣,農林漁牧,24106852,9.16,,
10709,嘉義縣,工業,92338329,35.08,,
10709,屏東縣,住宅,160305391,38.05,,
10709,屏東縣,服務業,105693105,25.09,,
10709,屏東縣,農林漁牧,57611227,13.68,,
10709,屏東縣,工業,97637848,23.18,,
10709,台東縣,住宅,38564858,43.71,,
10709,台東縣,服務業,37077361,42.02,,
10709,台東縣,農林漁牧,1943215,2.2,,
10709,台東縣,工業,10649016,12.07,,
10709,花蓮縣,住宅,65704275,29.81,,
10709,花蓮縣,服務業,72531827,32.91,,
10709,花蓮縣,農林漁牧,2068590,0.94,,
10709,花蓮縣,工業,80082061,36.34,,
10709,基隆市,住宅,73761507,50.1,,
10709,基隆市,服務業,54441844,36.98,,
10709,基隆市,農林漁牧,9273,0.01,,
10709,基隆市,工業,19004320,12.91,,
10709,新竹市,住宅,119570460,13.04,,
10709,新竹市,服務業,121315294,13.23,,
10709,新竹市,農林漁牧,1000926,0.11,,
10709,新竹市,工業,675392370,73.63,,
10709,嘉義市,住宅,53972778,46.87,,
10709,嘉義市,服務業,53317105,46.3,,
10709,嘉義市,農林漁牧,625331,0.54,,
10709,嘉義市,工業,7236200,6.28,,
10709,澎湖縣,住宅,21009502,44.86,,
10709,澎湖縣,服務業,21498223,45.9,,
10709,澎湖縣,農林漁牧,413749,0.88,,
10709,澎湖縣,工業,3916144,8.36,,
10709,金門縣,住宅,14854742,44.63,,
10709,金門縣,服務業,14080231,42.3,,
10709,金門縣,農林漁牧,305749,0.92,,
10709,金門縣,工業,4047176,12.16,,
10709,連江縣,住宅,3228245,43.46,,
10709,連江縣,服務業,3520757,47.39,,
10709,連江縣,農林漁牧,11785,0.16,,
10709,連江縣,工業,667995,8.99,,
10708,新北市,住宅,916764114,43.57,,
10708,新北市,服務業,602559973,28.64,,
10708,新北市,農林漁牧,2894448,0.14,,
10708,新北市,工業,581740291,27.65,,
10708,台北市,住宅,586625078,36.46,,
10708,台北市,服務業,960370332,59.69,,
10708,台北市,農林漁牧,730183,0.05,,
10708,台北市,工業,61239109,3.81,,
10708,桃園市,住宅,534088690,19.5,,
10708,桃園市,服務業,448291099,16.37,,
10708,桃園市,農林漁牧,5148922,0.19,,
10708,桃園市,工業,1751050554,63.94,,
10708,台中市,住宅,607779554,21.38,,
10708,台中市,服務業,517732816,18.22,,
10708,台中市,農林漁牧,16472957,0.58,,
10708,台中市,工業,1700136187,59.82,,
10708,台南市,住宅,389978024,16.27,,
10708,台南市,服務業,309428096,12.91,,
10708,台南市,農林漁牧,37454538,1.56,,
10708,台南市,工業,1659759984,69.25,,
10708,高雄市,住宅,492100914,19.12,,
10708,高雄市,服務業,501827858,19.5,,
10708,高雄市,農林漁牧,21241423,0.83,,
10708,高雄市,工業,1558812979,60.56,,
10708,宜蘭縣,住宅,96257442,29.55,,
10708,宜蘭縣,服務業,80260622,24.64,,
10708,宜蘭縣,農林漁牧,7255525,2.23,,
10708,宜蘭縣,工業,141944593,43.58,,
10708,新竹縣,住宅,137731822,14.74,,
10708,新竹縣,服務業,101752716,10.89,,
10708,新竹縣,農林漁牧,1935011,0.21,,
10708,新竹縣,工業,692765458,74.16,,
10708,苗栗縣,住宅,103890803,16.21,,
10708,苗栗縣,服務業,69616840,10.86,,
10708,苗栗縣,農林漁牧,3217743,0.5,,
10708,苗栗縣,工業,464170379,72.43,,
10708,彰化縣,住宅,248919770,23.53,,
10708,彰化縣,服務業,199443293,18.85,,
10708,彰化縣,農林漁牧,47845724,4.52,,
10708,彰化縣,工業,561885828,53.1,,
10708,南投縣,住宅,92109388,33.79,,
10708,南投縣,服務業,63878896,23.43,,
10708,南投縣,農林漁牧,9739436,3.57,,
10708,南投縣,工業,106889040,39.21,,
10708,雲林縣,住宅,131880593,25.44,,
10708,雲林縣,服務業,79282367,15.29,,
10708,雲林縣,農林漁牧,39221098,7.56,,
10708,雲林縣,工業,268072436,51.71,,
10708,嘉義縣,住宅,83688918,32.57,,
10708,嘉義縣,服務業,51704061,20.12,,
10708,嘉義縣,農林漁牧,25443947,9.9,,
10708,嘉義縣,工業,96115844,37.41,,
10708,屏東縣,住宅,147659525,35.51,,
10708,屏東縣,服務業,104991744,25.25,,
10708,屏東縣,農林漁牧,61269560,14.73,,
10708,屏東縣,工業,101921068,24.51,,
10708,台東縣,住宅,43141562,45.65,,
10708,台東縣,服務業,38498729,40.73,,
10708,台東縣,農林漁牧,2004746,2.12,,
10708,台東縣,工業,10869073,11.5,,
10708,花蓮縣,住宅,70187933,32.37,,
10708,花蓮縣,服務業,70990804,32.74,,
10708,花蓮縣,農林漁牧,2301109,1.06,,
10708,花蓮縣,工業,73332167,33.82,,
10708,基隆市,住宅,80583031,52.3,,
10708,基隆市,服務業,53446518,34.69,,
10708,基隆市,農林漁牧,13759,0.01,,
10708,基隆市,工業,20040875,13.01,,
10708,新竹市,住宅,105360933,11.2,,
10708,新竹市,服務業,121236691,12.88,,
10708,新竹市,農林漁牧,1068914,0.11,,
10708,新竹市,工業,713255473,75.8,,
10708,嘉義市,住宅,53665328,47.21,,
10708,嘉義市,服務業,51491069,45.3,,
10708,嘉義市,農林漁牧,745402,0.66,,
10708,嘉義市,工業,7776324,6.84,,
10708,澎湖縣,住宅,17570284,42.2,,
10708,澎湖縣,服務業,19077969,45.82,,
10708,澎湖縣,農林漁牧,454662,1.09,,
10708,澎湖縣,工業,4534232,10.89,,
10708,金門縣,住宅,11943889,40.47,,
10708,金門縣,服務業,12708894,43.06,,
10708,金門縣,農林漁牧,328854,1.11,,
10708,金門縣,工業,4534745,15.36,,
10708,連江縣,住宅,2485068,35.73,,
10708,連江縣,服務業,3740530,53.77,,
10708,連江縣,農林漁牧,8959,0.13,,
10708,連江縣,工業,721498,10.37,,
10707,新北市,住宅,835853651,41.19,,
10707,新北市,服務業,619045669,30.51,,
10707,新北市,農林漁牧,2797669,0.14,,
10707,新北市,工業,571541090,28.17,,
10707,台北市,住宅,547191919,34.56,,
10707,台北市,服務業,965315106,60.98,,
10707,台北市,農林漁牧,718813,0.05,,
10707,台北市,工業,69884364,4.41,,
10707,桃園市,住宅,395057167,15.48,,
10707,桃園市,服務業,430607135,16.87,,
10707,桃園市,農林漁牧,4337056,0.17,,
10707,桃園市,工業,1722222475,67.48,,
10707,台中市,住宅,590046326,20.8,,
10707,台中市,服務業,526317834,18.55,,
10707,台中市,農林漁牧,15840441,0.56,,
10707,台中市,工業,1704844183,60.09,,
10707,台南市,住宅,380965350,16,,
10707,台南市,服務業,309881921,13.02,,
10707,台南市,農林漁牧,35038582,1.47,,
10707,台南市,工業,1654916454,69.51,,
10707,高雄市,住宅,632237650,23.32,,
10707,高雄市,服務業,510758874,18.84,,
10707,高雄市,農林漁牧,20891416,0.77,,
10707,高雄市,工業,1547642097,57.08,,
10707,宜蘭縣,住宅,83750717,27.37,,
10707,宜蘭縣,服務業,82377115,26.92,,
10707,宜蘭縣,農林漁牧,7158370,2.34,,
10707,宜蘭縣,工業,132689754,43.37,,
10707,新竹縣,住宅,106649287,11.87,,
10707,新竹縣,服務業,92182790,10.26,,
10707,新竹縣,農林漁牧,2068838,0.23,,
10707,新竹縣,工業,697266492,77.63,,
10707,苗栗縣,住宅,108947328,16.91,,
10707,苗栗縣,服務業,70257130,10.9,,
10707,苗栗縣,農林漁牧,3395967,0.53,,
10707,苗栗縣,工業,461701873,71.66,,
10707,彰化縣,住宅,233081177,22.8,,
10707,彰化縣,服務業,188583402,18.45,,
10707,彰化縣,農林漁牧,44444016,4.35,,
10707,彰化縣,工業,556280923,54.41,,
10707,南投縣,住宅,71939798,29.25,,
10707,南投縣,服務業,60488369,24.59,,
10707,南投縣,農林漁牧,9093596,3.7,,
10707,南投縣,工業,104423354,42.46,,
10707,雲林縣,住宅,136529769,25.98,,
10707,雲林縣,服務業,83417415,15.87,,
10707,雲林縣,農林漁牧,38117786,7.25,,
10707,雲林縣,工業,267474369,50.9,,
10707,嘉義縣,住宅,92883433,34.86,,
10707,嘉義縣,服務業,53045318,19.91,,
10707,嘉義縣,農林漁牧,24874880,9.33,,
10707,嘉義縣,工業,95675533,35.9,,
10707,屏東縣,住宅,165992453,38.08,,
10707,屏東縣,服務業,106784681,24.5,,
10707,屏東縣,農林漁牧,60667284,13.92,,
10707,屏東縣,工業,102456536,23.5,,
10707,台東縣,住宅,36009835,41.41,,
10707,台東縣,服務業,37846654,43.52,,
10707,台東縣,農林漁牧,2211543,2.54,,
10707,台東縣,工業,10894997,12.53,,
10707,花蓮縣,住宅,58061526,26.64,,
10707,花蓮縣,服務業,70507534,32.35,,
10707,花蓮縣,農林漁牧,2116155,0.97,,
10707,花蓮縣,工業,87292900,40.05,,
10707,基隆市,住宅,59907782,45.35,,
10707,基隆市,服務業,53160419,40.24,,
10707,基隆市,農林漁牧,8967,0.01,,
10707,基隆市,工業,19036875,14.41,,
10707,新竹市,住宅,104702660,11.22,,
10707,新竹市,服務業,121723900,13.05,,
10707,新竹市,農林漁牧,977840,0.1,,
10707,新竹市,工業,705401661,75.62,,
10707,嘉義市,住宅,53039904,46.04,,
10707,嘉義市,服務業,53988230,46.86,,
10707,嘉義市,農林漁牧,720935,0.63,,
10707,嘉義市,工業,7462085,6.48,,
10707,澎湖縣,住宅,18863417,41.45,,
10707,澎湖縣,服務業,21576835,47.41,,
10707,澎湖縣,農林漁牧,415331,0.91,,
10707,澎湖縣,工業,4654004,10.23,,
10707,金門縣,住宅,12436694,40.11,,
10707,金門縣,服務業,13748802,44.35,,
10707,金門縣,農林漁牧,287627,0.93,,
10707,金門縣,工業,4530140,14.61,,
10707,連江縣,住宅,2722655,40.1,,
10707,連江縣,服務業,3381282,49.8,,
10707,連江縣,農林漁牧,6968,0.1,,
10707,連江縣,工業,678610,9.99,,
10706,新北市,住宅,661424478,38.06,,
10706,新北市,服務業,542852405,31.24,,
10706,新北市,農林漁牧,2532439,0.15,,
10706,新北市,工業,531065762,30.56,,
10706,台北市,住宅,424575580,31.35,,
10706,台北市,服務業,874105035,64.54,,
10706,台北市,農林漁牧,686771,0.05,,
10706,台北市,工業,54914280,4.05,,
10706,桃園市,住宅,397385330,16.14,,
10706,桃園市,服務業,407283290,16.54,,
10706,桃園市,農林漁牧,411032,0.17,,
10706,桃園市,工業,1653589147,67.15,,
10706,台中市,住宅,499445406,19.07,,
10706,台中市,服務業,487337921,18.61,,
10706,台中市,農林漁牧,15529813,0.59,,
10706,台中市,工業,1616731566,61.73,,
10706,台南市,住宅,341435622,15.03,,
10706,台南市,服務業,307459431,13.53,,
10706,台南市,農林漁牧,33046081,1.45,,
10706,台南市,工業,1590366535,69.99,,
10706,高雄市,住宅,435859290,17.7,,
10706,高雄市,服務業,497507734,20.21,,
10706,高雄市,農林漁牧,20717867,0.84,,
10706,高雄市,工業,1507912309,61.25,,
10706,宜蘭縣,住宅,71275508,25.53,,
10706,宜蘭縣,服務業,70744529,25.34,,
10706,宜蘭縣,農林漁牧,6616090,2.37,,
10706,宜蘭縣,工業,130533112,46.76,,
10706,新竹縣,住宅,101228858,11.8,,
10706,新竹縣,服務業,91895099,10.71,,
10706,新竹縣,農林漁牧,1644420,0.19,,
10706,新竹縣,工業,663331805,77.3,,
10706,苗栗縣,住宅,78628344,13.38,,
10706,苗栗縣,服務業,63967780,10.88,,
10706,苗栗縣,農林漁牧,3036133,0.52,,
10706,苗栗縣,工業,442085477,75.22,,
10706,彰化縣,住宅,204288086,21.18,,
10706,彰化縣,服務業,185089189,19.19,,
10706,彰化縣,農林漁牧,43314367,4.49,,
10706,彰化縣,工業,531811007,55.14,,
10706,南投縣,住宅,80514377,31.75,,
10706,南投縣,服務業,60913897,24.02,,
10706,南投縣,農林漁牧,10466251,4.13,,
10706,南投縣,工業,101666879,40.1,,
10706,雲林縣,住宅,123742129,24.96,,
10706,雲林縣,服務業,76083716,15.35,,
10706,雲林縣,農林漁牧,37967331,7.66,,
10706,雲林縣,工業,257891628,52.03,,
10706,嘉義縣,住宅,79521280,32.61,,
10706,嘉義縣,服務業,50443678,20.69,,
10706,嘉義縣,農林漁牧,26354935,10.81,,
10706,嘉義縣,工業,87502424,35.89,,
10706,屏東縣,住宅,136641548,34.06,,
10706,屏東縣,服務業,103217985,25.73,,
10706,屏東縣,農林漁牧,63654177,15.87,,
10706,屏東縣,工業,97629908,24.34,,
10706,台東縣,住宅,34400653,42.51,,
10706,台東縣,服務業,34229460,42.3,,
10706,台東縣,農林漁牧,2049244,2.53,,
10706,台東縣,工業,10239627,12.65,,
10706,花蓮縣,住宅,54728245,26.97,,
10706,花蓮縣,服務業,65416718,32.24,,
10706,花蓮縣,農林漁牧,1978616,0.98,,
10706,花蓮縣,工業,80807529,39.82,,
10706,基隆市,住宅,57749308,46.44,,
10706,基隆市,服務業,47883921,38.51,,
10706,基隆市,農林漁牧,16883,0.01,,
10706,基隆市,工業,18694506,15.03,,
10706,新竹市,住宅,76503995,8.85,,
10706,新竹市,服務業,110775031,12.81,,
10706,新竹市,農林漁牧,951286,0.11,,
10706,新竹市,工業,676306815,78.23,,
10706,嘉義市,住宅,45930903,44.23,,
10706,嘉義市,服務業,49615918,47.78,,
10706,嘉義市,農林漁牧,817243,0.79,,
10706,嘉義市,工業,7480278,7.2,,
10706,澎湖縣,住宅,14001630,39.29,,
10706,澎湖縣,服務業,16870348,47.35,,
10706,澎湖縣,農林漁牧,384783,1.08,,
10706,澎湖縣,工業,4375665,12.28,,
10706,金門縣,住宅,8846887,36.57,,
10706,金門縣,服務業,11170655,46.18,,
10706,金門縣,農林漁牧,261939,1.08,,
10706,金門縣,工業,3912002,16.17,,
10706,連江縣,住宅,1895598,34.19,,
10706,連江縣,服務業,3042922,54.88,,
10706,連江縣,農林漁牧,5923,0.11,,
10706,連江縣,工業,600514,10.83,,
10705,新北市,住宅,571924758,34.73,,
10705,新北市,服務業,536535174,32.58,,
10705,新北市,農林漁牧,2352890,0.14,,
10705,新北市,工業,536112547,32.55,,
10705,台北市,住宅,370032635,28.72,,
10705,台北市,服務業,857212136,66.54,,
10705,台北市,農林漁牧,683104,0.05,,
10705,台北市,工業,60429908,4.69,,
10705,桃園市,住宅,295348654,12.32,,
10705,桃園市,服務業,383153115,15.99,,
10705,桃園市,農林漁牧,3393988,0.14,,
10705,桃園市,工業,1714796322,71.55,,
10705,台中市,住宅,425124354,16.41,,
10705,台中市,服務業,474577349,18.32,,
10705,台中市,農林漁牧,14458560,0.56,,
10705,台中市,工業,1676673827,64.72,,
10705,台南市,住宅,281335499,12.49,,
10705,台南市,服務業,294902716,13.1,,
10705,台南市,農林漁牧,29098364,1.29,,
10705,台南市,工業,1646556991,73.12,,
10705,高雄市,住宅,464349652,18.04,,
10705,高雄市,服務業,486721888,18.91,,
10705,高雄市,農林漁牧,20762552,0.81,,
10705,高雄市,工業,1601750530,62.24,,
10705,宜蘭縣,住宅,61544504,23.01,,
10705,宜蘭縣,服務業,70538288,26.37,,
10705,宜蘭縣,農林漁牧,5711430,2.14,,
10705,宜蘭縣,工業,129666274,48.48,,
10705,新竹縣,住宅,77808518,9.26,,
10705,新竹縣,服務業,81703431,9.72,,
10705,新竹縣,農林漁牧,1560668,0.19,,
10705,新竹縣,工業,679250416,80.83,,
10705,苗栗縣,住宅,76550474,12.8,,
10705,苗栗縣,服務業,62160898,10.4,,
10705,苗栗縣,農林漁牧,2404158,0.4,,
10705,苗栗縣,工業,456831630,76.4,,
10705,彰化縣,住宅,177653936,18.91,,
10705,彰化縣,服務業,172296823,18.34,,
10705,彰化縣,農林漁牧,37422480,3.98,,
