TOWNCODE,COUNTYNAME,TOWNNAME,郵遞區號,行政區,electricity_consume_residential,electricity_consume_commercial,electricity_consume_total,electricity_price_industrial,electricity_price_commercial
10009080.0,雲林縣,大埤鄉,631,大埤,2344.7926149518744,13623.650863669973,90270894.4,0.08748538011695907,0.10959064327485381
10009030.0,雲林縣,虎尾鎮,632,虎尾,2861.560767363624,14527.658465622517,536855248.4,0.08748538011695907,0.10959064327485381
10009050.0,雲林縣,土庫鎮,633,土庫,2225.904606436046,10571.214566367746,174064949.2,0.08748538011695907,0.10959064327485381
10009150.0,雲林縣,褒忠鄉,634,褒忠,2197.662268972908,12357.280993895756,98014346.2,0.08748538011695907,0.10959064327485381
10009140.0,雲林縣,東勢鄉,635,東勢,1966.2315876870766,11044.910692997859,53034231.0,0.08748538011695907,0.10959064327485381
10009160.0,雲林縣,臺西鄉,636,臺西,2040.1147226714093,7168.46877721808,78242630.0,0.08748538011695907,0.10959064327485381
10009120.0,雲林縣,崙背鄉,637,崙背,2193.404047657369,11421.85342660547,108598141.8,0.08748538011695907,0.10959064327485381
10009130.0,雲林縣,麥寮鄉,638,麥寮,3218.6240492844513,15209.77318119886,429370048.6,0.08748538011695907,0.10959064327485381
10009010.0,雲林縣,斗六市,640,斗六,3062.4448723446394,14891.301561391501,2859020376.8,0.08748538011695907,0.10959064327485381
10009100.0,雲林縣,林內鄉,643,林內,2867.550575376302,12570.315599463405,116859577.2,0.08748538011695907,0.10959064327485381
10009070.0,雲林縣,古坑鄉,646,古坑,2341.69807866646,11976.70321098932,111615170.0,0.08748538011695907,0.10959064327485381
10009090.0,雲林縣,莿桐鄉,647,莿桐,2515.6406939185126,14962.829475182578,158358030.2,0.08748538011695907,0.10959064327485381
10009040.0,雲林縣,西螺鎮,648,西螺,2750.033811888352,19333.30062112156,236169595.0,0.08748538011695907,0.10959064327485381
10009110.0,雲林縣,二崙鄉,649,二崙,2176.8542755970825,13604.494521396793,102450228.2,0.08748538011695907,0.10959064327485381
10009060.0,雲林縣,北港鎮,651,北港,2687.765895453168,10504.460341772792,154885263.6,0.08748538011695907,0.10959064327485381
10009200.0,雲林縣,水林鄉,652,水林,2048.3446059294224,8807.296106281929,88176821.0,0.08748538011695907,0.10959064327485381
10009190.0,雲林縣,口湖鄉,653,口湖,2360.4243722949896,8403.15632247806,125051034.2,0.08748538011695907,0.10959064327485381
10009180.0,雲林縣,四湖鄉,654,四湖,2018.7320661586484,9452.862996776406,78546803.6,0.08748538011695907,0.10959064327485381
10009170.0,雲林縣,元長鄉,655,元長,2030.7767490105375,13610.312645775295,165356186.0,0.08748538011695907,0.10959064327485381
67000370.0,臺南市,中西區,700,中西區,3393.719512770828,13524.744576416988,560349658.6,0.08748538011695907,0.10959064327485381
67000320.0,臺南市,東區,701,東區,3529.1994382801145,14349.666945397985,898491436.4,0.08748538011695907,0.10959064327485381
67000330.0,臺南市,南區,702,南區,3373.8219992210556,12917.039763962955,642981241.0,0.08748538011695907,0.10959064327485381
67000340.0,臺南市,北區,704,北區,3482.638593139247,12558.151659347384,498271872.0,0.08748538011695907,0.10959064327485381
67000360.0,臺南市,安平區,708,安平區,3666.1548398910368,16796.571385102387,322919595.6,0.08748538011695907,0.10959064327485381
67000350.0,臺南市,安南區,709,安南區,3490.35587230207,14078.96926232359,1663369222.6,0.08748538011695907,0.10959064327485381
67000310.0,臺南市,永康區,710,永康,3574.197973819539,16687.752213475072,2316422336.4,0.08748538011695907,0.10959064327485381
67000280.0,臺南市,歸仁區,711,歸仁,3145.7097826608265,17262.53898338107,462413338.2,0.08748538011695907,0.10959064327485381
67000180.0,臺南市,新化區,712,新化,3091.697405850864,13967.740631633447,222588449.0,0.08748538011695907,0.10959064327485381
67000260.0,臺南市,左鎮區,713,左鎮,2372.254225000622,12832.101837260601,10916548.2,0.08748538011695907,0.10959064327485381
67000230.0,臺南市,玉井區,714,玉井,2462.704093589776,10153.184394860731,40083759.0,0.08748538011695907,0.10959064327485381
67000240.0,臺南市,楠西區,715,楠西,1905.9748351503556,9936.538354338983,29556209.4,0.08748538011695907,0.10959064327485381
67000250.0,臺南市,南化區,716,南化,2119.424225391879,12537.133950568677,20458417.8,0.08748538011695907,0.10959064327485381
67000270.0,臺南市,仁德區,717,仁德,3390.598652503197,16532.070161182994,1836965932.8,0.08748538011695907,0.10959064327485381
