"資料期別","縣市","鄉鎮市區","設有戶籍住宅之平均人口數"
"100Q1","彰化縣","北斗鎮",4.20
"100Q1","彰化縣","員林鎮",4.44
"100Q1","彰化縣","溪湖鎮",5.25
"100Q1","彰化縣","田中鎮",4.64
"100Q1","彰化縣","二林鎮",5.99
"100Q1","彰化縣","線西鄉",5.76
"100Q1","彰化縣","伸港鄉",5.39
"100Q1","彰化縣","福興鄉",5.90
"100Q1","彰化縣","秀水鄉",5.06
"100Q1","彰化縣","花壇鄉",4.45
"100Q1","彰化縣","芬園鄉",5.24
"100Q1","彰化縣","大村鄉",6.10
"100Q1","彰化縣","埔鹽鄉",7.15
"100Q1","彰化縣","埔心鄉",4.43
"100Q1","彰化縣","永靖鄉",5.69
"100Q1","彰化縣","社頭鄉",5.61
"100Q1","彰化縣","二水鄉",4.53
"100Q1","彰化縣","田尾鄉",4.54
"100Q1","彰化縣","埤頭鄉",4.96
"100Q1","彰化縣","芳苑鄉",5.79
"100Q1","彰化縣","大城鄉",7.15
"100Q1","彰化縣","竹塘鄉",5.06
"100Q1","彰化縣","溪州鄉",5.68
"100Q1","南投縣","",4.22
"100Q1","南投縣","南投市",3.83
"100Q1","南投縣","埔里鎮",4.03
"100Q1","南投縣","草屯鎮",4.25
"100Q1","南投縣","竹山鎮",3.99
"100Q1","南投縣","集集鎮",4.24
"100Q1","南投縣","名間鄉",5.12
"100Q1","南投縣","鹿谷鄉",4.74
"100Q1","南投縣","中寮鄉",4.81
"100Q1","南投縣","魚池鄉",5.15
"100Q1","南投縣","國姓鄉",4.24
"100Q1","南投縣","水里鄉",3.98
"100Q1","南投縣","信義鄉",5.34
"100Q1","南投縣","仁愛鄉",4.28
"100Q1","雲林縣","",4.59
"100Q1","雲林縣","斗六市",3.77
"100Q1","雲林縣","斗南鎮",4.03
"100Q1","雲林縣","虎尾鎮",3.92
"100Q1","雲林縣","西螺鎮",4.76
"100Q1","雲林縣","土庫鎮",5.00
"100Q1","雲林縣","北港鎮",3.98
"100Q1","雲林縣","古坑鄉",4.78
"100Q1","雲林縣","大埤鄉",4.88
"100Q1","雲林縣","莿桐鄉",4.92
"100Q1","雲林縣","林內鄉",4.66
"100Q1","雲林縣","二崙鄉",5.41
"100Q1","雲林縣","崙背鄉",5.11
"100Q1","雲林縣","麥寮鄉",5.36
"100Q1","雲林縣","東勢鄉",5.29
"100Q1","雲林縣","褒忠鄉",5.09
"100Q1","雲林縣","台西鄉",5.51
"100Q1","雲林縣","元長鄉",5.24
"100Q1","雲林縣","四湖鄉",5.13
"100Q1","雲林縣","口湖鄉",5.78
"100Q1","雲林縣","水林鄉",5.55
"100Q1","嘉義縣","",4.66
"100Q1","嘉義縣","太保市",4.26
"100Q1","嘉義縣","朴子市",4.37
"100Q1","嘉義縣","布袋鎮",4.83
"100Q1","嘉義縣","大林鎮",4.28
"100Q1","嘉義縣","民雄鄉",4.18
"100Q1","嘉義縣","溪口鄉",5.68
"100Q1","嘉義縣","新港鄉",5.34
"100Q1","嘉義縣","六腳鄉",5.50
"100Q1","嘉義縣","東石鄉",5.63
"100Q1","嘉義縣","義竹鄉",5.18
"100Q1","嘉義縣","鹿草鄉",5.27
"100Q1","嘉義縣","水上鄉",4.03
"100Q1","嘉義縣","中埔鄉",4.54
"100Q1","嘉義縣","竹崎鄉",5.14
"100Q1","嘉義縣","梅山鄉",4.88
"100Q1","嘉義縣","番路鄉",4.42
"100Q1","嘉義縣","大埔鄉",5.80
"100Q1","嘉義縣","阿里山鄉",5.25
"100Q1","屏東縣","",4.24
"100Q1","屏東縣","屏東市",3.58
"100Q1","屏東縣","潮州鎮",3.69
"100Q1","屏東縣","東港鎮",4.43
"100Q1","屏東縣","恆春鎮",4.05
"100Q1","屏東縣","萬丹鄉",4.54
"100Q1","屏東縣","長治鄉",4.23
"100Q1","屏東縣","麟洛鄉",3.89
"100Q1","屏東縣","九如鄉",4.47
"100Q1","屏東縣","里港鄉",4.57
"100Q1","屏東縣","鹽埔鄉",5.20
"100Q1","屏東縣","高樹鄉",5.28
"100Q1","屏東縣","萬巒鄉",5.18
"100Q1","屏東縣","內埔鄉",4.45
"100Q1","屏東縣","竹田鄉",4.30
"100Q1","屏東縣","新埤鄉",4.83
"100Q1","屏東縣","枋寮鄉",4.15
"100Q1","屏東縣","新園鄉",4.72
"100Q1","屏東縣","崁頂鄉",6.14
"100Q1","屏東縣","林邊鄉",4.43
"100Q1","屏東縣","南州鄉",4.44
"100Q1","屏東縣","佳冬鄉",4.91
"100Q1","屏東縣","琉球鄉",5.35
"100Q1","屏東縣","車城鄉",4.16
"100Q1","屏東縣","滿州鄉",4.11
"100Q1","屏東縣","枋山鄉",4.37
"100Q1","屏東縣","三地門鄉",5.20
"100Q1","屏東縣","霧台鄉",3.93
"100Q1","屏東縣","瑪家鄉",5.18
"100Q1","屏東縣","泰武鄉",6.57
"100Q1","屏東縣","來義鄉",4.85
"100Q1","屏東縣","春日鄉",4.90
"100Q1","屏東縣","獅子鄉",4.53
"100Q1","屏東縣","牡丹鄉",4.32
"100Q1","台東縣","",3.75
"100Q1","台東縣","台東市",3.67
"100Q1","台東縣","成功鎮",3.71
"100Q1","台東縣","關山鎮",3.95
"100Q1","台東縣","卑南鄉",3.83
"100Q1","台東縣","大武鄉",3.75
"100Q1","台東縣","太麻里鄉",3.61
"100Q1","台東縣","東河鄉",3.34
"100Q1","台東縣","長濱鄉",3.20
"100Q1","台東縣","鹿野鄉",3.68
"100Q1","台東縣","池上鄉",3.77
"100Q1","台東縣","綠島鄉",5.77
"100Q1","台東縣","延平鄉",4.77
"100Q1","台東縣","海端鄉",5.12
"100Q1","台東縣","達仁鄉",3.86
"100Q1","台東縣","金峰鄉",5.15
"100Q1","台東縣","蘭嶼鄉",4.48
"100Q1","花蓮縣","",3.62
"100Q1","花蓮縣","花蓮市",3.59
"100Q1","花蓮縣","鳳林鎮",3.35
"100Q1","花蓮縣","玉里鎮",3.91
"100Q1","花蓮縣","新城鄉",3.38
"100Q1","花蓮縣","吉安鄉",3.34
"100Q1","花蓮縣","壽豐鄉",3.54
"100Q1","花蓮縣","光復鄉",3.56
"100Q1","花蓮縣","豐濱鄉",3.55
"100Q1","花蓮縣","瑞穗鄉",3.55
"100Q1","花蓮縣","富里鄉",3.75
"100Q1","花蓮縣","秀林鄉",5.17
"100Q1","花蓮縣","萬榮鄉",5.19
"100Q1","花蓮縣","卓溪鄉",4.79
"100Q1","澎湖縣","",4.10
"100Q1","澎湖縣","馬公市",3.84
"100Q1","澎湖縣","湖西鄉",4.23
"100Q1","澎湖縣","白沙鄉",4.72
"100Q1","澎湖縣","西嶼鄉",4.15
"100Q1","澎湖縣","望安鄉",5.61
"100Q1","澎湖縣","七美鄉",5.04
"100Q1","基隆市","",3.12
"100Q1","基隆市","中正區",3.06
"100Q1","基隆市","七堵區",3.18
"100Q1","基隆市","暖暖區",3.07
"100Q1","基隆市","仁愛區",3.41
"100Q1","基隆市","中山區",3.14
"100Q1","基隆市","安樂區",3.08
"100Q1","基隆市","信義區",2.97
"100Q1","新竹市","",3.58
"100Q1","新竹市","新竹市",3.58
"100Q1","嘉義市","",3.93
"100Q1","嘉義市","嘉義市",3.93
"100Q1","金門縣","",6.58
"100Q1","金門縣","金城鎮",6.50
"100Q1","金門縣","金湖鎮",6.27
"100Q1","金門縣","金沙鎮",6.09
"100Q1","金門縣","金寧鄉",7.07
"100Q1","金門縣","烈嶼鄉",7.55
"100Q1","金門縣","烏坵鄉",10.40
"100Q1","連江縣","",8.39
"100Q1","連江縣","南竿鄉",9.17
"100Q1","連江縣","北竿鄉",7.70
"100Q1","連江縣","莒光鄉",8.64
"100Q1","連江縣","東引鄉",6.22
"100Q2","全國","",4.22
"100Q2","新北市","",3.30
"100Q2","新北市","板橋區",3.40
"100Q2","新北市","三重區",3.33
"100Q2","新北市","中和區",3.10
"100Q2","新北市","永和區",3.20
"100Q2","新北市","新莊區",3.46
"100Q2","新北市","新店區",2.99
"100Q2","新北市","樹林區",3.49
"100Q2","新北市","鶯歌區",3.83
"100Q2","新北市","三峽區",3.54
"100Q2","新北市","淡水區",2.85
"100Q2","新北市","汐止區",2.78
"100Q2","新北市","瑞芳區",3.44
"100Q2","新北市","土城區",3.45
"100Q2","新北市","蘆洲區",3.56
"100Q2","新北市","五股區",3.51
"100Q2","新北市","泰山區",3.40
"100Q2","新北市","林口區",3.33
"100Q2","新北市","深坑區",3.10
"100Q2","新北市","石碇區",3.51
"100Q2","新北市","坪林區",3.88
"100Q2","新北市","三芝區",3.37
"100Q2","新北市","石門區",5.49
"100Q2","新北市","八里區",3.55
"100Q2","新北市","平溪區",3.18
"100Q2","新北市","雙溪區",3.97
"100Q2","新北市","貢寮區",4.99
"100Q2","新北市","金山區",4.35
"100Q2","新北市","萬里區",4.31
"100Q2","新北市","烏來區",5.19
"100Q2","台北市","",3.51
"100Q2","台北市","松山區",3.60
"100Q2","台北市","信義區",3.41
"100Q2","台北市","大安區",3.57
"100Q2","台北市","中山區",3.07
"100Q2","台北市","中正區",3.65
"100Q2","台北市","大同區",3.58
"100Q2","台北市","萬華區",3.33
"100Q2","台北市","文山區",3.43
"100Q2","台北市","南港區",3.59
"100Q2","台北市","內湖區",3.57
"100Q2","台北市","士林區",3.72
"100Q2","台北市","北投區",3.73
"100Q2","桃園市","",3.60
"100Q2","桃園市","桃園區",3.36
"100Q2","桃園市","中壢區",3.46
"100Q2","桃園市","平鎮區",3.63
"100Q2","桃園市","八德區",3.64
"100Q2","桃園市","楊梅區",3.67
"100Q2","桃園市","大溪區",3.88
"100Q2","桃園市","蘆竹區",3.49
"100Q2","桃園市","大園區",4.31
"100Q2","桃園市","龜山區",3.29
"100Q2","桃園市","龍潭區",3.73
"100Q2","桃園市","新屋區",5.23
"100Q2","桃園市","觀音區",4.65
"100Q2","桃園市","復興區",4.20
"100Q2","台中市","",3.85
"100Q2","台中市","中區",4.94
"100Q2","台中市","東區",3.55
"100Q2","台中市","南區",3.18
"100Q2","台中市","西區",3.35
"100Q2","台中市","北區",3.24
"100Q2","台中市","西屯區",3.40
"100Q2","台中市","南屯區",3.47
"100Q2","台中市","北屯區",3.54
"100Q2","台中市","豐原區",4.24
"100Q2","台中市","東勢區",4.44
"100Q2","台中市","大甲區",4.76
"100Q2","台中市","清水區",4.70
"100Q2","台中市","沙鹿區",4.14
"100Q2","台中市","梧棲區",4.35
"100Q2","台中市","后里區",4.84
"100Q2","台中市","神岡區",4.57
"100Q2","台中市","潭子區",3.73
"100Q2","台中市","大雅區",4.10
"100Q2","台中市","新社區",4.39
"100Q2","台中市","石岡區",4.53
"100Q2","台中市","外埔區",4.64
"100Q2","台中市","大安區",5.17
"100Q2","台中市","烏日區",4.12
"100Q2","台中市","大肚區",4.31
"100Q2","台中市","龍井區",4.64
"100Q2","台中市","霧峰區",4.29
"100Q2","台中市","太平區",3.82
"100Q2","台中市","大里區",3.88
"100Q2","台中市","和平區",3.58
"100Q2","台南市","",3.72
"100Q2","台南市","新營區",3.48
"100Q2","台南市","鹽水區",3.94
"100Q2","台南市","白河區",4.51
"100Q2","台南市","柳營區",4.12
"100Q2","台南市","後壁區",4.11
"100Q2","台南市","東山區",4.62
"100Q2","台南市","麻豆區",3.96
"100Q2","台南市","下營區",4.23
"100Q2","台南市","六甲區",4.12
"100Q2","台南市","官田區",4.02
"100Q2","台南市","大內區",4.36
"100Q2","台南市","佳里區",3.86
"100Q2","台南市","學甲區",4.02
"100Q2","台南市","西港區",4.32
"100Q2","台南市","七股區",5.07
"100Q2","台南市","將軍區",4.56
"100Q2","台南市","北門區",4.82
"100Q2","台南市","新化區",4.03
"100Q2","台南市","善化區",3.75
"100Q2","台南市","新市區",3.92
"100Q2","台南市","安定區",4.19
"100Q2","台南市","山上區",4.51
"100Q2","台南市","玉井區",4.10
"100Q2","台南市","楠西區",4.25
"100Q2","台南市","南化區",4.62
"100Q2","台南市","左鎮區",4.21
"100Q2","台南市","仁德區",3.50
"100Q2","台南市","歸仁區",3.93
"100Q2","台南市","關廟區",4.33
"100Q2","台南市","龍崎區",4.79
"100Q2","台南市","永康區",3.41
"100Q2","台南市","東區",3.42
"100Q2","台南市","南區",3.57
"100Q2","台南市","北區",3.30
"100Q2","台南市","安南區",4.02
"100Q2","台南市","安平區",3.22
"100Q2","台南市","中西區",3.27
"100Q2","高雄市","",3.48
"100Q2","高雄市","鹽埕區",3.49
"100Q2","高雄市","鼓山區",3.04
"100Q2","高雄市","左營區",3.13
"100Q2","高雄市","楠梓區",3.36
"100Q2","高雄市","三民區",3.33
"100Q2","高雄市","新興區",3.01
"100Q2","高雄市","前金區",2.80
"100Q2","高雄市","苓雅區",3.23
"100Q2","高雄市","前鎮區",3.33
"100Q2","高雄市","旗津區",4.44
"100Q2","高雄市","小港區",3.87
"100Q2","高雄市","鳳山區",3.28
"100Q2","高雄市","林園區",4.13
"100Q2","高雄市","大寮區",3.53
"100Q2","高雄市","大樹區",4.42
"100Q2","高雄市","大社區",3.50
"100Q2","高雄市","仁武區",3.29
"100Q2","高雄市","鳥松區",3.25
"100Q2","高雄市","岡山區",3.58
"100Q2","高雄市","橋頭區",3.62
"100Q2","高雄市","燕巢區",4.43
"100Q2","高雄市","田寮區",4.38
"100Q2","高雄市","阿蓮區",4.34
"100Q2","高雄市","路竹區",4.25
"100Q2","高雄市","湖內區",3.67
"100Q2","高雄市","茄萣區",4.59
"100Q2","高雄市","永安區",4.44
"100Q2","高雄市","彌陀區",4.86
"100Q2","高雄市","梓官區",3.96
"100Q2","高雄市","旗山區",3.96
"100Q2","高雄市","美濃區",5.13
"100Q2","高雄市","六龜區",3.83
"100Q2","高雄市","甲仙區",3.81
"100Q2","高雄市","杉林區",4.40
"100Q2","高雄市","內門區",5.73
"100Q2","高雄市","茂林區",4.98
"100Q2","高雄市","桃源區",5.13
"100Q2","高雄市","那瑪夏區",5.04
"100Q2","宜蘭縣","",3.75
"100Q2","宜蘭縣","宜蘭市",3.49
"100Q2","宜蘭縣","羅東鎮",3.66
"100Q2","宜蘭縣","蘇澳鎮",3.91
"100Q2","宜蘭縣","頭城鎮",4.12
"100Q2","宜蘭縣","礁溪鄉",3.82
"100Q2","宜蘭縣","壯圍鄉",4.23
"100Q2","宜蘭縣","員山鄉",3.86
"100Q2","宜蘭縣","冬山鄉",3.59
"100Q2","宜蘭縣","五結鄉",3.59
"100Q2","宜蘭縣","三星鄉",3.84
"100Q2","宜蘭縣","大同鄉",4.65
"100Q2","宜蘭縣","南澳鄉",5.69
"100Q2","新竹縣","",3.98
"100Q2","新竹縣","竹北市",3.55
"100Q2","新竹縣","關西鎮",5.09
"100Q2","新竹縣","新埔鎮",4.45
"100Q2","新竹縣","竹東鎮",3.83
"100Q2","新竹縣","湖口鄉",4.02
"100Q2","新竹縣","橫山鄉",4.40
"100Q2","新竹縣","新豐鄉",4.19
"100Q2","新竹縣","芎林鄉",4.36
"100Q2","新竹縣","寶山鄉",3.79
"100Q2","新竹縣","北埔鄉",4.88
"100Q2","新竹縣","峨眉鄉",5.16
"100Q2","新竹縣","尖石鄉",4.24
"100Q2","新竹縣","五峰鄉",4.28
"100Q2","苗栗縣","",4.26
"100Q2","苗栗縣","苗栗市",3.65
"100Q2","苗栗縣","苑裡鎮",4.83
"100Q2","苗栗縣","通霄鎮",5.09
"100Q2","苗栗縣","竹南鎮",3.92
"100Q2","苗栗縣","頭份鎮",3.89
"100Q2","苗栗縣","後龍鎮",4.88
"100Q2","苗栗縣","卓蘭鎮",4.97
"100Q2","苗栗縣","大湖鄉",4.77
"100Q2","苗栗縣","公館鄉",4.25
"100Q2","苗栗縣","銅鑼鄉",4.60
"100Q2","苗栗縣","南庄鄉",4.51
"100Q2","苗栗縣","頭屋鄉",4.64
"100Q2","苗栗縣","三義鄉",4.52
"100Q2","苗栗縣","西湖鄉",5.77
"100Q2","苗栗縣","造橋鄉",4.63
"100Q2","苗栗縣","三灣鄉",4.53
"100Q2","苗栗縣","獅潭鄉",4.31
"100Q2","苗栗縣","泰安鄉",6.36
"100Q2","彰化縣","",4.81
"100Q2","彰化縣","彰化市",3.97
"100Q2","彰化縣","鹿港鎮",4.95
"100Q2","彰化縣","和美鎮",4.49
"100Q2","彰化縣","北斗鎮",4.17
"100Q2","彰化縣","員林鎮",4.41
"100Q2","彰化縣","溪湖鎮",5.22
"100Q2","彰化縣","田中鎮",4.63
"100Q2","彰化縣","二林鎮",5.93
"100Q2","彰化縣","線西鄉",5.75
"100Q2","彰化縣","伸港鄉",5.37
"100Q2","彰化縣","福興鄉",5.86
"100Q2","彰化縣","秀水鄉",5.04
"100Q2","彰化縣","花壇鄉",4.43
"100Q2","彰化縣","芬園鄉",5.21
"100Q2","彰化縣","大村鄉",6.05
"100Q2","彰化縣","埔鹽鄉",7.08
"100Q2","彰化縣","埔心鄉",4.42
"100Q2","彰化縣","永靖鄉",5.68
"100Q2","彰化縣","社頭鄉",5.58
"100Q2","彰化縣","二水鄉",4.51
"100Q2","彰化縣","田尾鄉",4.53
"100Q2","彰化縣","埤頭鄉",4.93
"100Q2","彰化縣","芳苑鄉",5.78
"100Q2","彰化縣","大城鄉",7.11
"100Q2","彰化縣","竹塘鄉",5.04
"100Q2","彰化縣","溪州鄉",5.66
"100Q2","南投縣","",4.20
"100Q2","南投縣","南投市",3.82
"100Q2","南投縣","埔里鎮",4.02
"100Q2","南投縣","草屯鎮",4.23
"100Q2","南投縣","竹山鎮",3.98
"100Q2","南投縣","集集鎮",4.23
"100Q2","南投縣","名間鄉",5.09
"100Q2","南投縣","鹿谷鄉",4.72
"100Q2","南投縣","中寮鄉",4.80
"100Q2","南投縣","魚池鄉",5.10
"100Q2","南投縣","國姓鄉",4.23
"100Q2","南投縣","水里鄉",3.90
"100Q2","南投縣","信義鄉",5.32
"100Q2","南投縣","仁愛鄉",4.28
"100Q2","雲林縣","",4.57
"100Q2","雲林縣","斗六市",3.76
"100Q2","雲林縣","斗南鎮",4.02
"100Q2","雲林縣","虎尾鎮",3.91
"100Q2","雲林縣","西螺鎮",4.72
"100Q2","雲林縣","土庫鎮",4.99
"100Q2","雲林縣","北港鎮",3.97
"100Q2","雲林縣","古坑鄉",4.77
"100Q2","雲林縣","大埤鄉",4.86
"100Q2","雲林縣","莿桐鄉",4.89
"100Q2","雲林縣","林內鄉",4.67
"100Q2","雲林縣","二崙鄉",5.39
"100Q2","雲林縣","崙背鄉",5.09
"100Q2","雲林縣","麥寮鄉",5.40
"100Q2","雲林縣","東勢鄉",5.25
"100Q2","雲林縣","褒忠鄉",5.08
"100Q2","雲林縣","台西鄉",5.46
"100Q2","雲林縣","元長鄉",5.21
"100Q2","雲林縣","四湖鄉",5.10
"100Q2","雲林縣","口湖鄉",5.75
"100Q2","雲林縣","水林鄉",5.51
"100Q2","嘉義縣","",4.64
"100Q2","嘉義縣","太保市",4.24
"100Q2","嘉義縣","朴子市",4.34
"100Q2","嘉義縣","布袋鎮",4.80
"100Q2","嘉義縣","大林鎮",4.27
"100Q2","嘉義縣","民雄鄉",4.15
"100Q2","嘉義縣","溪口鄉",5.67
"100Q2","嘉義縣","新港鄉",5.33
"100Q2","嘉義縣","六腳鄉",5.48
"100Q2","嘉義縣","東石鄉",5.59
"100Q2","嘉義縣","義竹鄉",5.14
"100Q2","嘉義縣","鹿草鄉",5.24
"100Q2","嘉義縣","水上鄉",4.01
"100Q2","嘉義縣","中埔鄉",4.51
"100Q2","嘉義縣","竹崎鄉",5.12
"100Q2","嘉義縣","梅山鄉",4.85
"100Q2","嘉義縣","番路鄉",4.40
"100Q2","嘉義縣","大埔鄉",5.77
"100Q2","嘉義縣","阿里山鄉",5.23
"100Q2","屏東縣","",4.22
"100Q2","屏東縣","屏東市",3.57
"100Q2","屏東縣","潮州鎮",3.67
"100Q2","屏東縣","東港鎮",4.41
"100Q2","屏東縣","恆春鎮",4.03
"100Q2","屏東縣","萬丹鄉",4.52
"100Q2","屏東縣","長治鄉",4.21
"100Q2","屏東縣","麟洛鄉",3.88
"100Q2","屏東縣","九如鄉",4.45
"100Q2","屏東縣","里港鄉",4.55
"100Q2","屏東縣","鹽埔鄉",5.18
"100Q2","屏東縣","高樹鄉",5.25
"100Q2","屏東縣","萬巒鄉",5.16
"100Q2","屏東縣","內埔鄉",4.42
"100Q2","屏東縣","竹田鄉",4.28
"100Q2","屏東縣","新埤鄉",4.78
"100Q2","屏東縣","枋寮鄉",4.13
"100Q2","屏東縣","新園鄉",4.70
"100Q2","屏東縣","崁頂鄉",6.09
"100Q2","屏東縣","林邊鄉",4.42
"100Q2","屏東縣","南州鄉",4.41
"100Q2","屏東縣","佳冬鄉",4.89
"100Q2","屏東縣","琉球鄉",5.32
"100Q2","屏東縣","車城鄉",4.15
"100Q2","屏東縣","滿州鄉",4.09
"100Q2","屏東縣","枋山鄉",4.35
"100Q2","屏東縣","三地門鄉",5.11
"100Q2","屏東縣","霧台鄉",3.83
"100Q2","屏東縣","瑪家鄉",5.15
"100Q2","屏東縣","泰武鄉",6.53
"100Q2","屏東縣","來義鄉",4.84
"100Q2","屏東縣","春日鄉",4.92
"100Q2","屏東縣","獅子鄉",4.52
"100Q2","屏東縣","牡丹鄉",4.27
"100Q2","台東縣","",3.73
"100Q2","台東縣","台東市",3.66
"100Q2","台東縣","成功鎮",3.69
"100Q2","台東縣","關山鎮",3.93
"100Q2","台東縣","卑南鄉",3.83
"100Q2","台東縣","大武鄉",3.73
"100Q2","台東縣","太麻里鄉",3.54
"100Q2","台東縣","東河鄉",3.33
"100Q2","台東縣","長濱鄉",3.17
"100Q2","台東縣","鹿野鄉",3.67
"100Q2","台東縣","池上鄉",3.74
"100Q2","台東縣","綠島鄉",5.79
"100Q2","台東縣","延平鄉",4.75
"100Q2","台東縣","海端鄉",5.08
"100Q2","台東縣","達仁鄉",3.81
"100Q2","台東縣","金峰鄉",5.12
"100Q2","台東縣","蘭嶼鄉",4.46
"100Q2","花蓮縣","",3.60
"100Q2","花蓮縣","花蓮市",3.58
"100Q2","花蓮縣","鳳林鎮",3.34
"100Q2","花蓮縣","玉里鎮",3.90
"100Q2","花蓮縣","新城鄉",3.37
"100Q2","花蓮縣","吉安鄉",3.33
"100Q2","花蓮縣","壽豐鄉",3.53
"100Q2","花蓮縣","光復鄉",3.53
"100Q2","花蓮縣","豐濱鄉",3.53
"100Q2","花蓮縣","瑞穗鄉",3.54
"100Q2","花蓮縣","富里鄉",3.72
"100Q2","花蓮縣","秀林鄉",5.15
"100Q2","花蓮縣","萬榮鄉",5.17
"100Q2","花蓮縣","卓溪鄉",4.75
"100Q2","澎湖縣","",4.08
"100Q2","澎湖縣","馬公市",3.82
"100Q2","澎湖縣","湖西鄉",4.22
"100Q2","澎湖縣","白沙鄉",4.71
"100Q2","澎湖縣","西嶼鄉",4.14
"100Q2","澎湖縣","望安鄉",5.62
"100Q2","澎湖縣","七美鄉",5.07
"100Q2","基隆市","",3.11
"100Q2","基隆市","中正區",3.04
"100Q2","基隆市","七堵區",3.17
"100Q2","基隆市","暖暖區",3.06
"100Q2","基隆市","仁愛區",3.40
"100Q2","基隆市","中山區",3.13
"100Q2","基隆市","安樂區",3.07
"100Q2","基隆市","信義區",2.96
"100Q2","新竹市","",3.57
"100Q2","新竹市","新竹市",3.57
"100Q2","嘉義市","",3.92
"100Q2","嘉義市","嘉義市",3.92
"100Q2","金門縣","",6.63
"100Q2","金門縣","金城鎮",6.55
"100Q2","金門縣","金湖鎮",6.36
"100Q2","金門縣","金沙鎮",6.17
"100Q2","金門縣","金寧鄉",7.05
"100Q2","金門縣","烈嶼鄉",7.61
"100Q2","金門縣","烏坵鄉",10.43
"100Q2","連江縣","",8.35
"100Q2","連江縣","南竿鄉",9.07
"100Q2","連江縣","北竿鄉",7.69
"100Q2","連江縣","莒光鄉",8.71
"100Q2","連江縣","東引鄉",6.23
"100Q3","全國","",4.12
"100Q3","新北市","",3.23
"100Q3","新北市","板橋區",3.33
"100Q3","新北市","三重區",3.27
"100Q3","新北市","中和區",3.04
"100Q3","新北市","永和區",3.10
"100Q3","新北市","新莊區",3.40
"100Q3","新北市","新店區",2.90
"100Q3","新北市","樹林區",3.41
"100Q3","新北市","鶯歌區",3.75
"100Q3","新北市","三峽區",3.43
"100Q3","新北市","淡水區",2.79
"100Q3","新北市","汐止區",2.72
"100Q3","新北市","瑞芳區",3.35
"100Q3","新北市","土城區",3.39
"100Q3","新北市","蘆洲區",3.50
"100Q3","新北市","五股區",3.45
"100Q3","新北市","泰山區",3.34
"100Q3","新北市","林口區",3.25
"100Q3","新北市","深坑區",3.01
"100Q3","新北市","石碇區",3.41
"100Q3","新北市","坪林區",3.76
"100Q3","新北市","三芝區",3.29
"100Q3","新北市","石門區",5.42
"100Q3","新北市","八里區",3.48
"100Q3","新北市","平溪區",3.06
"100Q3","新北市","雙溪區",3.83
"100Q3","新北市","貢寮區",4.83
"100Q3","新北市","金山區",4.28
"100Q3","新北市","萬里區",4.25
"100Q3","新北市","烏來區",5.17
"100Q3","台北市","",3.41
"100Q3","台北市","松山區",3.46
"100Q3","台北市","信義區",3.30
"100Q3","台北市","大安區",3.41
"100Q3","台北市","中山區",2.96
"100Q3","台北市","中正區",3.52
"100Q3","台北市","大同區",3.47
"100Q3","台北市","萬華區",3.29
"100Q3","台北市","文山區",3.37
"100Q3","台北市","南港區",3.50
"100Q3","台北市","內湖區",3.47
"100Q3","台北市","士林區",3.60
"100Q3","台北市","北投區",3.61
"100Q3","桃園市","",3.51
"100Q3","桃園市","桃園區",3.29
"100Q3","桃園市","中壢區",3.38
"100Q3","桃園市","平鎮區",3.55
"100Q3","桃園市","八德區",3.49
"100Q3","桃園市","楊梅區",3.59
"100Q3","桃園市","大溪區",3.79
"100Q3","桃園市","蘆竹區",3.42
"100Q3","桃園市","大園區",4.21
"100Q3","桃園市","龜山區",3.22
"100Q3","桃園市","龍潭區",3.64
"100Q3","桃園市","新屋區",5.04
"100Q3","桃園市","觀音區",4.52
"100Q3","桃園市","復興區",4.10
"100Q3","台中市","",3.76
"100Q3","台中市","中區",4.13
"100Q3","台中市","東區",3.61
"100Q3","台中市","南區",3.11
"100Q3","台中市","西區",3.26
"100Q3","台中市","北區",3.15
"100Q3","台中市","西屯區",3.33
"100Q3","台中市","南屯區",3.41
"100Q3","台中市","北屯區",3.46
"100Q3","台中市","豐原區",4.15
"100Q3","台中市","東勢區",4.32
"100Q3","台中市","大甲區",4.63
"100Q3","台中市","清水區",4.59
"100Q3","台中市","沙鹿區",4.05
"100Q3","台中市","梧棲區",4.26
"100Q3","台中市","后里區",4.71
"100Q3","台中市","神岡區",4.47
"100Q3","台中市","潭子區",3.67
"100Q3","台中市","大雅區",4.03
"100Q3","台中市","新社區",4.26
"100Q3","台中市","石岡區",4.40
"100Q3","台中市","外埔區",4.54
"100Q3","台中市","大安區",5.01
"100Q3","台中市","烏日區",4.04
"100Q3","台中市","大肚區",4.21
"100Q3","台中市","龍井區",4.54
"100Q3","台中市","霧峰區",4.20
"100Q3","台中市","太平區",3.75
"100Q3","台中市","大里區",3.81
"100Q3","台中市","和平區",3.51
"100Q3","台南市","",3.62
"100Q3","台南市","新營區",3.40
"100Q3","台南市","鹽水區",3.81
"100Q3","台南市","白河區",4.23
"100Q3","台南市","柳營區",4.01
"100Q3","台南市","後壁區",3.98
"100Q3","台南市","東山區",4.48
"100Q3","台南市","麻豆區",3.85
"100Q3","台南市","下營區",4.09
"100Q3","台南市","六甲區",4.00
"100Q3","台南市","官田區",3.90
"100Q3","台南市","大內區",4.20
"100Q3","台南市","佳里區",3.76
"100Q3","台南市","學甲區",3.91
"100Q3","台南市","西港區",4.21
"100Q3","台南市","七股區",4.73
"100Q3","台南市","將軍區",4.42
