"資料期別","縣市","鄉鎮市區","建物類型","買賣契約價格平均單價"
"099Q2","台中縣","","別墅",12.20
"099Q2","台中縣","","透天厝",11.65
"099Q2","台中縣","","電梯大廈",8.82
"099Q2","台中縣","大甲鎮","",11.75
"099Q2","台中縣","大肚鄉","",8.53
"099Q2","台中縣","大肚鄉","透天厝",8.42
"099Q2","台中縣","大里市","",10.46
"099Q2","台中縣","大里市","透天厝",12.39
"099Q2","台中縣","大里市","電梯大廈",8.51
"099Q2","台中縣","大雅鄉","",10.47
"099Q2","台中縣","大雅鄉","透天厝",12.15
"099Q2","台中縣","大雅鄉","電梯大廈",7.71
"099Q2","台中縣","太平市","",9.62
"099Q2","台中縣","太平市","透天厝",11.42
"099Q2","台中縣","太平市","電梯大廈",7.14
"099Q2","台中縣","沙鹿鎮","",10.92
"099Q2","台中縣","沙鹿鎮","透天厝",10.77
"099Q2","台中縣","烏日鄉","",10.83
"099Q2","台中縣","烏日鄉","透天厝",12.94
"099Q2","台中縣","神岡鄉","",8.90
"099Q2","台中縣","梧棲鎮","",10.54
"099Q2","台中縣","梧棲鎮","透天厝",10.24
"099Q2","台中縣","清水鎮","",8.96
"099Q2","台中縣","潭子鄉","",11.15
"099Q2","台中縣","潭子鄉","透天厝",13.33
"099Q2","台中縣","潭子鄉","電梯大廈",10.64
"099Q2","台中縣","龍井鄉","",9.15
"099Q2","台中縣","龍井鄉","透天厝",10.41
"099Q2","台中縣","豐原市","",11.64
"099Q2","台中縣","豐原市","透天厝",12.93
"099Q2","台中縣","豐原市","電梯大廈",11.06
"099Q2","台中縣","霧峰鄉","",10.59
"099Q2","台北市","","",50.72
"099Q2","台北市","","公寓",42.08
"099Q2","台北市","","套房",75.42
"099Q2","台北市","","透天厝",52.13
"099Q2","台北市","","電梯大廈",51.88
"099Q2","台北市","士林區","",42.27
"099Q2","台北市","士林區","公寓",37.06
"099Q2","台北市","士林區","電梯大廈",44.73
"099Q2","台北市","大同區","",39.26
"099Q2","台北市","大同區","公寓",38.79
"099Q2","台北市","大同區","電梯大廈",36.69
"099Q2","台北市","大安區","",79.53
"099Q2","台北市","大安區","公寓",68.32
"099Q2","台北市","大安區","套房",112.26
"099Q2","台北市","大安區","電梯大廈",77.69
"099Q2","台北市","中山區","",57.58
"099Q2","台北市","中山區","公寓",45.38
"099Q2","台北市","中山區","套房",83.26
"099Q2","台北市","中山區","電梯大廈",52.71
"099Q2","台北市","中正區","",65.26
"099Q2","台北市","中正區","公寓",54.03
"099Q2","台北市","中正區","套房",110.49
"099Q2","台北市","中正區","電梯大廈",61.18
"099Q2","台北市","內湖區","",42.45
"099Q2","台北市","內湖區","公寓",39.85
"099Q2","台北市","內湖區","套房",66.48
"099Q2","台北市","內湖區","電梯大廈",41.53
"099Q2","台北市","文山區","",35.63
"099Q2","台北市","文山區","公寓",31.16
"099Q2","台北市","文山區","套房",40.14
"099Q2","台北市","文山區","電梯大廈",39.84
"099Q2","台北市","北投區","",35.63
"099Q2","台北市","北投區","公寓",33.24
"099Q2","台北市","北投區","套房",40.96
"099Q2","台北市","北投區","電梯大廈",37.00
"099Q2","台北市","松山區","",62.19
"099Q2","台北市","松山區","公寓",56.00
"099Q2","台北市","松山區","套房",69.19
"099Q2","台北市","松山區","電梯大廈",64.23
"099Q2","台北市","信義區","",65.36
"099Q2","台北市","信義區","公寓",50.18
"099Q2","台北市","信義區","套房",79.78
"099Q2","台北市","信義區","電梯大廈",71.96
"099Q2","台北市","南港區","",43.88
"099Q2","台北市","南港區","公寓",36.05
"099Q2","台北市","南港區","電梯大廈",46.02
"099Q2","台北市","萬華區","",34.30
"099Q2","台北市","萬華區","公寓",29.21
"099Q2","台北市","萬華區","套房",45.12
"099Q2","台北市","萬華區","電梯大廈",33.00
"099Q2","台東縣","","",7.71
"099Q2","台東縣","","透天厝",8.17
"099Q2","台東縣","台東市","",7.71
"099Q2","台東縣","台東市","透天厝",8.17
"099Q2","台南市","","",10.50
"099Q2","台南市","","公寓",5.89
"099Q2","台南市","","透天厝",11.54
"099Q2","台南市","","電梯大廈",10.00
"099Q2","台南市","中西區","",10.20
"099Q2","台南市","中西區","透天厝",11.61
"099Q2","台南市","中西區","電梯大廈",9.04
"099Q2","台南市","北區","",11.39
"099Q2","台南市","北區","透天厝",12.24
"099Q2","台南市","北區","電梯大廈",11.01
"099Q2","台南市","安平區","",9.66
"099Q2","台南市","安平區","透天厝",12.96
"099Q2","台南市","安平區","電梯大廈",8.23
"099Q2","台南市","安南區","",9.90
"099Q2","台南市","安南區","透天厝",10.01
"099Q2","台南市","東區","",11.43
"099Q2","台南市","東區","公寓",6.74
"099Q2","台南市","東區","透天厝",14.35
"099Q2","台南市","東區","電梯大廈",10.94
"099Q2","台南市","南區","",8.67
"099Q2","台南市","南區","透天厝",10.41
"099Q2","台南市","南區","電梯大廈",5.57
"099Q2","台南縣","","",9.03
"099Q2","台南縣","","公寓",6.12
"099Q2","台南縣","","透天厝",10.54
"099Q2","台南縣","","電梯大廈",7.22
"099Q2","台南縣","仁德鄉","",8.55
"099Q2","台南縣","仁德鄉","透天厝",9.36
"099Q2","台南縣","永康市","",9.05
"099Q2","台南縣","永康市","公寓",6.38
"099Q2","台南縣","永康市","透天厝",11.40
"099Q2","台南縣","永康市","電梯大廈",7.04
"099Q2","台南縣","佳里鎮","",8.60
"099Q2","台南縣","佳里鎮","透天厝",8.60
"099Q2","台南縣","善化鎮","",12.45
"099Q2","台南縣","新化鎮","",9.44
"099Q2","台南縣","新化鎮","透天厝",10.91
"099Q2","台南縣","新營市","",9.30
"099Q2","台南縣","新營市","透天厝",10.59
"099Q2","台南縣","歸仁鄉","",8.82
"099Q2","台南縣","歸仁鄉","透天厝",9.60
"099Q2","宜蘭縣","","",10.77
"099Q2","宜蘭縣","","公寓",8.41
"099Q2","宜蘭縣","","透天厝",11.54
"099Q2","宜蘭縣","","電梯大廈",10.94
"099Q2","宜蘭縣","五結鄉","",8.90
"099Q2","宜蘭縣","五結鄉","透天厝",9.33
"099Q2","宜蘭縣","冬山鄉","",10.37
"099Q2","宜蘭縣","冬山鄉","透天厝",10.31
"099Q2","宜蘭縣","宜蘭市","",9.40
"099Q2","宜蘭縣","宜蘭市","公寓",7.38
"099Q2","宜蘭縣","宜蘭市","透天厝",12.03
"099Q2","宜蘭縣","宜蘭市","電梯大廈",8.67
"099Q2","宜蘭縣","礁溪鄉","",15.21
"099Q2","宜蘭縣","礁溪鄉","電梯大廈",16.86
"099Q2","宜蘭縣","羅東鎮","",11.82
"099Q2","宜蘭縣","羅東鎮","公寓",9.07
"099Q2","宜蘭縣","羅東鎮","透天厝",16.90
"099Q2","宜蘭縣","羅東鎮","電梯大廈",8.77
"099Q2","花蓮縣","","",11.85
"099Q2","花蓮縣","","公寓",9.73
"099Q2","花蓮縣","","透天厝",12.94
"099Q2","花蓮縣","","電梯大廈",8.97
"099Q2","花蓮縣","吉安鄉","",11.67
"099Q2","花蓮縣","吉安鄉","透天厝",12.59
"099Q2","花蓮縣","花蓮市","",12.97
"099Q2","花蓮縣","花蓮市","公寓",11.44
"099Q2","花蓮縣","花蓮市","透天厝",15.08
"099Q2","花蓮縣","花蓮市","電梯大廈",9.53
"099Q2","南投縣","","",9.79
"099Q2","南投縣","","透天厝",10.90
"099Q2","南投縣","南投市","",10.41
"099Q2","南投縣","南投市","透天厝",11.72
"099Q2","南投縣","草屯鎮","",8.66
"099Q2","屏東縣","","",8.76
"099Q2","屏東縣","","透天厝",9.62
"099Q2","屏東縣","","電梯大廈",5.48
"099Q2","屏東縣","屏東市","",9.85
"099Q2","屏東縣","屏東市","透天厝",11.36
"099Q2","屏東縣","屏東市","電梯大廈",5.53
"099Q2","屏東縣","潮州鎮","",7.86
"099Q2","屏東縣","潮州鎮","透天厝",9.08
"099Q2","苗栗縣","","",9.90
"099Q2","苗栗縣","","公寓",9.79
"099Q2","苗栗縣","","透天厝",10.57
"099Q2","苗栗縣","","電梯大廈",8.29
"099Q2","苗栗縣","竹南鎮","",10.79
"099Q2","苗栗縣","竹南鎮","公寓",9.65
"099Q2","苗栗縣","竹南鎮","透天厝",11.80
"099Q2","苗栗縣","竹南鎮","電梯大廈",8.72
"099Q2","苗栗縣","苗栗市","",8.46
"099Q2","苗栗縣","苗栗市","透天厝",9.29
"099Q2","苗栗縣","苗栗市","電梯大廈",8.10
"099Q2","苗栗縣","頭份鎮","",10.32
"099Q2","苗栗縣","頭份鎮","公寓",10.90
"099Q2","苗栗縣","頭份鎮","透天厝",11.10
"099Q2","苗栗縣","頭份鎮","電梯大廈",8.25
"099Q2","桃園市","","",12.17
"099Q2","桃園市","","公寓",9.19
"099Q2","桃園市","","別墅",11.86
"099Q2","桃園市","","套房",13.63
"099Q2","桃園市","","透天厝",12.19
"099Q2","桃園市","","電梯大廈",12.56
"099Q2","桃園市","八德區","",11.21
"099Q2","桃園市","八德區","公寓",6.93
"099Q2","桃園市","八德區","透天厝",12.14
"099Q2","桃園市","八德區","電梯大廈",11.55
"099Q2","桃園市","大園區","",10.05
"099Q2","桃園市","大園區","透天厝",8.73
"099Q2","桃園市","大園區","電梯大廈",11.05
"099Q2","桃園市","大溪區","",10.14
"099Q2","桃園市","大溪區","透天厝",10.54
"099Q2","桃園市","中壢區","",12.47
"099Q2","桃園市","中壢區","公寓",9.44
"099Q2","桃園市","中壢區","透天厝",15.74
"099Q2","桃園市","中壢區","電梯大廈",12.07
"099Q2","桃園市","平鎮區","",10.80
"099Q2","桃園市","平鎮區","公寓",10.06
"099Q2","桃園市","平鎮區","透天厝",11.07
"099Q2","桃園市","平鎮區","電梯大廈",10.81
"099Q2","桃園市","桃園區","",12.56
"099Q2","桃園市","桃園區","公寓",9.14
"099Q2","桃園市","桃園區","透天厝",15.28
"099Q2","桃園市","桃園區","電梯大廈",12.65
"099Q2","桃園市","楊梅區","",9.63
"099Q2","桃園市","楊梅區","公寓",8.88
"099Q2","桃園市","楊梅區","透天厝",9.83
"099Q2","桃園市","楊梅區","電梯大廈",9.79
"099Q2","桃園市","龍潭區","",9.55
"099Q2","桃園市","龍潭區","透天厝",10.25
"099Q2","桃園市","龍潭區","電梯大廈",8.82
"099Q2","桃園市","龜山區","",13.29
"099Q2","桃園市","龜山區","公寓",10.87
"099Q2","桃園市","龜山區","透天厝",15.17
"099Q2","桃園市","龜山區","電梯大廈",13.53
"099Q2","桃園市","蘆竹區","",14.84
"099Q2","桃園市","蘆竹區","透天厝",11.95
"099Q2","桃園市","蘆竹區","電梯大廈",15.09
"099Q2","桃園市","觀音區","",7.46
"099Q2","高雄市","","",12.19
"099Q2","高雄市","","公寓",8.13
"099Q2","高雄市","","套房",14.41
"099Q2","高雄市","","透天厝",15.09
"099Q2","高雄市","","電梯大廈",11.78
"099Q2","高雄市","","樓中樓",9.97
"099Q2","高雄市","三民區","",10.67
"099Q2","高雄市","三民區","公寓",8.41
"099Q2","高雄市","三民區","透天厝",14.94
"099Q2","高雄市","三民區","電梯大廈",9.54
"099Q2","高雄市","小港區","",9.57
"099Q2","高雄市","小港區","透天厝",11.49
"099Q2","高雄市","小港區","電梯大廈",6.36
"099Q2","高雄市","左營區","",12.58
"099Q2","高雄市","左營區","透天厝",22.98
"099Q2","高雄市","左營區","電梯大廈",11.38
"099Q2","高雄市","前金區","",16.35
"099Q2","高雄市","前金區","電梯大廈",16.23
"099Q2","高雄市","前鎮區","",11.77
"099Q2","高雄市","前鎮區","公寓",7.37
"099Q2","高雄市","前鎮區","透天厝",14.63
"099Q2","高雄市","前鎮區","電梯大廈",11.60
"099Q2","高雄市","苓雅區","",13.26
"099Q2","高雄市","苓雅區","公寓",9.51
"099Q2","高雄市","苓雅區","套房",16.03
"099Q2","高雄市","苓雅區","透天厝",20.04
"099Q2","高雄市","苓雅區","電梯大廈",11.64
"099Q2","高雄市","新興區","",12.50
"099Q2","高雄市","新興區","電梯大廈",11.20
"099Q2","高雄市","楠梓區","",10.54
"099Q2","高雄市","楠梓區","公寓",5.00
"099Q2","高雄市","楠梓區","透天厝",12.71
"099Q2","高雄市","楠梓區","電梯大廈",8.89
"099Q2","高雄市","鼓山區","",14.48
"099Q2","高雄市","鼓山區","公寓",8.70
"099Q2","高雄市","鼓山區","透天厝",18.01
"099Q2","高雄市","鼓山區","電梯大廈",14.63
"099Q2","高雄市","鹽埕區","",10.44
"099Q2","高雄縣","","",10.94
"099Q2","高雄縣","","公寓",7.07
"099Q2","高雄縣","","別墅",13.60
"099Q2","高雄縣","","透天厝",12.10
"099Q2","高雄縣","","電梯大廈",9.98
"099Q2","高雄縣","大社鄉","",8.84
"099Q2","高雄縣","大寮鄉","",6.95
"099Q2","高雄縣","大寮鄉","透天厝",8.80
"099Q2","高雄縣","大寮鄉","電梯大廈",4.28
"099Q2","高雄縣","仁武鄉","",13.04
"099Q2","高雄縣","仁武鄉","透天厝",13.50
"099Q2","高雄縣","岡山鎮","",10.36
"099Q2","高雄縣","岡山鎮","透天厝",11.18
"099Q2","高雄縣","鳥松鄉","",12.24
"099Q2","高雄縣","鳥松鄉","透天厝",12.60
"099Q2","高雄縣","鳳山市","",11.32
"099Q2","高雄縣","鳳山市","公寓",7.41
"099Q2","高雄縣","鳳山市","透天厝",13.42
"099Q2","高雄縣","鳳山市","電梯大廈",11.29
"099Q2","高雄縣","橋頭鄉","",15.96
"099Q2","基隆市","","",9.32
"099Q2","基隆市","","公寓",8.73
"099Q2","基隆市","","透天厝",11.15
"099Q2","基隆市","","電梯大廈",9.42
"099Q2","基隆市","七堵區","",10.14
"099Q2","基隆市","七堵區","公寓",9.48
"099Q2","基隆市","七堵區","電梯大廈",11.21
"099Q2","基隆市","中正區","",9.71
"099Q2","基隆市","中正區","公寓",10.70
"099Q2","基隆市","中正區","電梯大廈",9.06
"099Q2","基隆市","仁愛區","",14.12
"099Q2","基隆市","安樂區","",8.77
"099Q2","基隆市","安樂區","公寓",7.34
"099Q2","基隆市","安樂區","電梯大廈",9.08
"099Q2","基隆市","信義區","",8.62
"099Q2","基隆市","信義區","公寓",8.54
"099Q2","基隆市","信義區","電梯大廈",7.95
"099Q2","基隆市","暖暖區","",8.36
"099Q2","基隆市","暖暖區","公寓",8.06
"099Q2","基隆市","暖暖區","電梯大廈",8.31
"099Q2","雲林縣","","",9.59
"099Q2","雲林縣","","透天厝",10.42
"099Q2","雲林縣","斗六市","",9.32
"099Q2","雲林縣","斗六市","透天厝",10.53
"099Q2","雲林縣","虎尾鎮","",10.95
"099Q2","雲林縣","虎尾鎮","透天厝",11.44
"099Q2","新北市","","",21.58
"099Q2","新北市","","公寓",21.47
"099Q2","新北市","","別墅",15.63
"099Q2","新北市","","套房",34.71
"099Q2","新北市","","透天厝",23.27
"099Q2","新北市","","電梯大廈",21.09
"099Q2","新北市","","樓中樓",17.84
"099Q2","新北市","八里區","",13.94
"099Q2","新北市","八里區","電梯大廈",14.14
"099Q2","新北市","三芝區","",6.91
"099Q2","新北市","三芝區","電梯大廈",6.03
"099Q2","新北市","三重區","",24.61
"099Q2","新北市","三重區","公寓",21.14
"099Q2","新北市","三重區","套房",35.80
"099Q2","新北市","三重區","電梯大廈",26.25
"099Q2","新北市","三峽區","",14.13
"099Q2","新北市","三峽區","公寓",9.57
"099Q2","新北市","三峽區","電梯大廈",14.47
"099Q2","新北市","土城區","",19.89
"099Q2","新北市","土城區","公寓",19.48
"099Q2","新北市","土城區","電梯大廈",19.58
"099Q2","新北市","中和區","",27.16
"099Q2","新北市","中和區","公寓",23.83
"099Q2","新北市","中和區","套房",45.87
"099Q2","新北市","中和區","電梯大廈",27.16
"099Q2","新北市","五股區","",14.47
"099Q2","新北市","五股區","公寓",15.61
"099Q2","新北市","五股區","電梯大廈",13.81
"099Q2","新北市","永和區","",28.78
"099Q2","新北市","永和區","公寓",28.72
"099Q2","新北市","永和區","電梯大廈",28.74
"099Q2","新北市","汐止區","",20.02
"099Q2","新北市","汐止區","公寓",17.67
"099Q2","新北市","汐止區","套房",22.13
"099Q2","新北市","汐止區","電梯大廈",20.46
"099Q2","新北市","林口區","",15.94
"099Q2","新北市","林口區","透天厝",16.65
"099Q2","新北市","林口區","電梯大廈",16.04
"099Q2","新北市","板橋區","",26.98
"099Q2","新北市","板橋區","公寓",24.37
"099Q2","新北市","板橋區","套房",36.43
"099Q2","新北市","板橋區","電梯大廈",27.92
"099Q2","新北市","泰山區","",19.08
"099Q2","新北市","泰山區","公寓",15.78
"099Q2","新北市","泰山區","電梯大廈",20.42
"099Q2","新北市","淡水區","",16.62
"099Q2","新北市","淡水區","公寓",13.96
"099Q2","新北市","淡水區","電梯大廈",16.34
"099Q2","新北市","深坑區","",16.04
"099Q2","新北市","新店區","",25.56
"099Q2","新北市","新店區","公寓",24.76
"099Q2","新北市","新店區","套房",44.46
"099Q2","新北市","新店區","透天厝",20.09
"099Q2","新北市","新店區","電梯大廈",25.78
"099Q2","新北市","新莊區","",22.26
"099Q2","新北市","新莊區","公寓",19.88
"099Q2","新北市","新莊區","套房",45.39
"099Q2","新北市","新莊區","電梯大廈",22.84
"099Q2","新北市","樹林區","",15.13
"099Q2","新北市","樹林區","公寓",13.26
"099Q2","新北市","樹林區","電梯大廈",15.53
"099Q2","新北市","蘆洲區","",22.57
"099Q2","新北市","蘆洲區","公寓",20.92
"099Q2","新北市","蘆洲區","電梯大廈",23.39
"099Q2","新北市","鶯歌區","",10.14
"099Q2","新北市","鶯歌區","透天厝",13.76
"099Q2","新北市","鶯歌區","電梯大廈",9.37
"099Q2","新竹市","","",13.70
"099Q2","新竹市","","公寓",10.32
"099Q2","新竹市","","透天厝",17.83
"099Q2","新竹市","","電梯大廈",13.28
"099Q2","新竹市","新竹市","",13.70
"099Q2","新竹市","新竹市","公寓",10.32
"099Q2","新竹市","新竹市","透天厝",17.83
"099Q2","新竹市","新竹市","電梯大廈",13.28
"099Q2","新竹縣","","",11.67
"099Q2","新竹縣","","公寓",9.83
"099Q2","新竹縣","","透天厝",12.35
"099Q2","新竹縣","","電梯大廈",12.15
"099Q2","新竹縣","竹北市","",13.60
"099Q2","新竹縣","竹北市","公寓",10.73
"099Q2","新竹縣","竹北市","透天厝",14.93
"099Q2","新竹縣","竹北市","電梯大廈",13.89
"099Q2","新竹縣","竹東鎮","",9.39
"099Q2","新竹縣","竹東鎮","公寓",8.96
"099Q2","新竹縣","竹東鎮","透天厝",10.85
"099Q2","新竹縣","竹東鎮","電梯大廈",8.69
"099Q2","新竹縣","湖口鄉","",9.97
"099Q2","新竹縣","湖口鄉","公寓",9.59
"099Q2","新竹縣","湖口鄉","透天厝",10.73
"099Q2","新竹縣","新豐鄉","",11.48
"099Q2","新竹縣","新豐鄉","透天厝",11.49
"099Q2","新竹縣","新豐鄉","電梯大廈",11.35
"099Q2","嘉義市","","",8.31
"099Q2","嘉義市","","透天厝",10.78
"099Q2","嘉義市","","電梯大廈",6.33
"099Q2","嘉義市","嘉義市","",8.31
"099Q2","嘉義市","嘉義市","透天厝",10.78
"099Q2","嘉義市","嘉義市","電梯大廈",6.33
"099Q2","嘉義縣","","",7.97
"099Q2","嘉義縣","","透天厝",8.30
"099Q2","嘉義縣","太保市","",9.19
"099Q2","嘉義縣","民雄鄉","",6.70
"099Q2","嘉義縣","民雄鄉","透天厝",7.37
"099Q2","彰化縣","","",9.27
"099Q2","彰化縣","","透天厝",10.14
"099Q2","彰化縣","","電梯大廈",6.76
"099Q2","彰化縣","和美鎮","",8.50
"099Q2","彰化縣","員林鎮","",10.51
"099Q2","彰化縣","員林鎮","透天厝",11.44
"099Q2","彰化縣","彰化市","",9.69
"099Q2","彰化縣","彰化市","透天厝",11.87
"099Q2","彰化縣","彰化市","電梯大廈",6.79
"099Q3","全國","","",20.48
"099Q3","全國","","公寓",22.91
"099Q3","全國","","別墅",14.94
"099Q3","全國","","套房",55.53
"099Q3","全國","","透天厝",13.50
"099Q3","全國","","電梯大廈",20.74
"099Q3","全國","","樓中樓",22.31
"099Q3","台中市","","",13.55
"099Q3","台中市","","公寓",9.34
"099Q3","台中市","","別墅",18.90
"099Q3","台中市","","透天厝",18.46
"099Q3","台中市","","電梯大廈",12.92
"099Q3","台中市","北屯區","",12.65
"099Q3","台中市","北屯區","公寓",9.98
"099Q3","台中市","北屯區","別墅",17.08
"099Q3","台中市","北屯區","透天厝",15.87
"099Q3","台中市","北屯區","電梯大廈",11.87
"099Q3","台中市","北區","",12.44
"099Q3","台中市","北區","公寓",9.23
"099Q3","台中市","北區","透天厝",18.45
"099Q3","台中市","北區","電梯大廈",11.57
"099Q3","台中市","西屯區","",15.51
"099Q3","台中市","西屯區","公寓",9.85
"099Q3","台中市","西屯區","透天厝",21.71
"099Q3","台中市","西屯區","電梯大廈",15.24
"099Q3","台中市","西區","",14.55
"099Q3","台中市","西區","公寓",8.63
"099Q3","台中市","西區","透天厝",22.59
"099Q3","台中市","西區","電梯大廈",14.08
"099Q3","台中市","東區","",11.25
"099Q3","台中市","東區","透天厝",14.49
"099Q3","台中市","東區","電梯大廈",8.76
"099Q3","台中市","南屯區","",14.31
"099Q3","台中市","南屯區","公寓",9.63
"099Q3","台中市","南屯區","透天厝",21.71
"099Q3","台中市","南屯區","電梯大廈",13.12
"099Q3","台中市","南區","",10.59
"099Q3","台中市","南區","透天厝",17.63
"099Q3","台中市","南區","電梯大廈",9.59
"099Q3","台中縣","","",10.75
"099Q3","台中縣","","公寓",7.12
"099Q3","台中縣","","別墅",13.11
"099Q3","台中縣","","透天厝",12.21
"099Q3","台中縣","","電梯大廈",8.93
"099Q3","台中縣","大甲鎮","",9.67
"099Q3","台中縣","大甲鎮","透天厝",11.10
"099Q3","台中縣","大肚鄉","",7.16
"099Q3","台中縣","大肚鄉","透天厝",7.29
"099Q3","台中縣","大里市","",11.26
"099Q3","台中縣","大里市","公寓",6.84
"099Q3","台中縣","大里市","透天厝",13.32
"099Q3","台中縣","大里市","電梯大廈",9.77
"099Q3","台中縣","大雅鄉","",10.03
"099Q3","台中縣","大雅鄉","透天厝",11.34
"099Q3","台中縣","大雅鄉","電梯大廈",8.32
"099Q3","台中縣","太平市","",9.83
"099Q3","台中縣","太平市","公寓",6.77
"099Q3","台中縣","太平市","透天厝",12.45
"099Q3","台中縣","太平市","電梯大廈",7.12
"099Q3","台中縣","外埔鄉","",9.94
"099Q3","台中縣","沙鹿鎮","",11.54
"099Q3","台中縣","沙鹿鎮","別墅",14.33
"099Q3","台中縣","沙鹿鎮","透天厝",11.27
"099Q3","台中縣","烏日鄉","",11.55
"099Q3","台中縣","烏日鄉","透天厝",13.57
"099Q3","台中縣","烏日鄉","電梯大廈",8.47
"099Q3","台中縣","神岡鄉","",9.01
"099Q3","台中縣","梧棲鎮","",8.70
"099Q3","台中縣","梧棲鎮","透天厝",10.20
"099Q3","台中縣","清水鎮","",8.65
"099Q3","台中縣","清水鎮","透天厝",9.22
"099Q3","台中縣","潭子鄉","",10.75
"099Q3","台中縣","潭子鄉","透天厝",12.13
"099Q3","台中縣","潭子鄉","電梯大廈",10.04
"099Q3","台中縣","龍井鄉","",10.72
"099Q3","台中縣","龍井鄉","透天厝",11.97
"099Q3","台中縣","豐原市","",12.49
"099Q3","台中縣","豐原市","透天厝",14.35
"099Q3","台中縣","豐原市","電梯大廈",9.72
"099Q3","台中縣","霧峰鄉","",10.60
"099Q3","台北市","","",52.90
"099Q3","台北市","","公寓",42.09
"099Q3","台北市","","套房",91.01
"099Q3","台北市","","透天厝",57.51
"099Q3","台北市","","電梯大廈",53.08
"099Q3","台北市","","樓中樓",65.80
"099Q3","台北市","士林區","",46.03
"099Q3","台北市","士林區","公寓",39.28
"099Q3","台北市","士林區","套房",87.98
"099Q3","台北市","士林區","電梯大廈",47.84
"099Q3","台北市","大同區","",54.29
"099Q3","台北市","大同區","公寓",34.10
"099Q3","台北市","大同區","套房",83.37
"099Q3","台北市","大同區","電梯大廈",49.76
"099Q3","台北市","大安區","",85.40
"099Q3","台北市","大安區","公寓",72.94
"099Q3","台北市","大安區","套房",130.97
"099Q3","台北市","大安區","電梯大廈",79.13
"099Q3","台北市","中山區","",60.75
"099Q3","台北市","中山區","公寓",51.61
"099Q3","台北市","中山區","套房",86.53
"099Q3","台北市","中山區","電梯大廈",55.71
"099Q3","台北市","中正區","",66.11
"099Q3","台北市","中正區","公寓",54.32
"099Q3","台北市","中正區","套房",81.28
"099Q3","台北市","中正區","電梯大廈",68.23
"099Q3","台北市","內湖區","",44.00
"099Q3","台北市","內湖區","公寓",34.88
"099Q3","台北市","內湖區","套房",68.72
"099Q3","台北市","內湖區","電梯大廈",46.36
"099Q3","台北市","文山區","",34.59
"099Q3","台北市","文山區","公寓",33.23
"099Q3","台北市","文山區","套房",39.44
"099Q3","台北市","文山區","電梯大廈",34.26
"099Q3","台北市","北投區","",34.26
"099Q3","台北市","北投區","公寓",32.24
"099Q3","台北市","北投區","電梯大廈",36.02
"099Q3","台北市","松山區","",59.77
"099Q3","台北市","松山區","公寓",54.10
"099Q3","台北市","松山區","套房",106.22
"099Q3","台北市","松山區","電梯大廈",57.50
"099Q3","台北市","信義區","",61.42
"099Q3","台北市","信義區","公寓",45.23
"099Q3","台北市","信義區","套房",127.75
"099Q3","台北市","信義區","電梯大廈",61.16
"099Q3","台北市","南港區","",48.18
"099Q3","台北市","南港區","公寓",41.64
"099Q3","台北市","南港區","電梯大廈",50.33
"099Q3","台北市","萬華區","",36.77
"099Q3","台北市","萬華區","公寓",33.67
"099Q3","台北市","萬華區","套房",58.31
"099Q3","台北市","萬華區","電梯大廈",33.81
"099Q3","台東縣","","",7.20
"099Q3","台東縣","","透天厝",8.50
"099Q3","台東縣","","電梯大廈",5.59
"099Q3","台東縣","台東市","",7.31
"099Q3","台東縣","台東市","透天厝",8.60
"099Q3","台東縣","台東市","電梯大廈",5.59
"099Q3","台南市","","",10.68
"099Q3","台南市","","公寓",6.22
"099Q3","台南市","","別墅",15.10
"099Q3","台南市","","透天厝",12.38
"099Q3","台南市","","電梯大廈",9.58
"099Q3","台南市","中西區","",10.05
"099Q3","台南市","中西區","透天厝",12.17
"099Q3","台南市","中西區","電梯大廈",8.81
"099Q3","台南市","北區","",11.63
"099Q3","台南市","北區","透天厝",12.24
"099Q3","台南市","北區","電梯大廈",11.19
"099Q3","台南市","安平區","",9.33
"099Q3","台南市","安平區","公寓",6.28
"099Q3","台南市","安平區","透天厝",12.73
"099Q3","台南市","安平區","電梯大廈",7.96
"099Q3","台南市","安南區","",11.05
"099Q3","台南市","安南區","透天厝",11.39
"099Q3","台南市","東區","",11.57
"099Q3","台南市","東區","公寓",6.79
"099Q3","台南市","東區","透天厝",15.13
"099Q3","台南市","東區","電梯大廈",10.49
"099Q3","台南市","南區","",8.30
"099Q3","台南市","南區","公寓",5.26
"099Q3","台南市","南區","透天厝",11.41
"099Q3","台南市","南區","電梯大廈",5.83
"099Q3","台南縣","","",9.27
"099Q3","台南縣","","公寓",5.59
"099Q3","台南縣","","透天厝",10.55
"099Q3","台南縣","","電梯大廈",7.50
"099Q3","台南縣","仁德鄉","",9.09
"099Q3","台南縣","仁德鄉","透天厝",9.41
"099Q3","台南縣","永康市","",9.20
"099Q3","台南縣","永康市","透天厝",11.66
"099Q3","台南縣","永康市","電梯大廈",7.38
"099Q3","台南縣","佳里鎮","",8.51
"099Q3","台南縣","佳里鎮","透天厝",8.85
"099Q3","台南縣","善化鎮","",12.39
"099Q3","台南縣","善化鎮","透天厝",12.73
"099Q3","台南縣","善化鎮","電梯大廈",12.16
"099Q3","台南縣","新市鄉","",8.08
"099Q3","台南縣","新營市","",8.72
"099Q3","台南縣","新營市","透天厝",10.38
"099Q3","台南縣","歸仁鄉","",8.77
"099Q3","台南縣","歸仁鄉","透天厝",9.72
