"資料期別","縣市","鄉鎮市區","建物類型","買賣契約價格平均單價"
"098Q4","全國","","",20.56
"098Q4","全國","","公寓",23.18
"098Q4","全國","","別墅",17.27
"098Q4","全國","","套房",54.13
"098Q4","全國","","透天厝",13.27
"098Q4","全國","","電梯大廈",20.79
"098Q4","全國","","樓中樓",18.31
"098Q4","台中市","","",13.16
"098Q4","台中市","","公寓",8.47
"098Q4","台中市","","別墅",19.38
"098Q4","台中市","","套房",11.74
"098Q4","台中市","","透天厝",17.61
"098Q4","台中市","","電梯大廈",12.61
"098Q4","台中市","北屯區","",11.66
"098Q4","台中市","北屯區","公寓",8.31
"098Q4","台中市","北屯區","別墅",15.59
"098Q4","台中市","北屯區","透天厝",16.06
"098Q4","台中市","北屯區","電梯大廈",10.06
"098Q4","台中市","北區","",12.45
"098Q4","台中市","北區","公寓",7.99
"098Q4","台中市","北區","透天厝",18.64
"098Q4","台中市","北區","電梯大廈",12.39
"098Q4","台中市","西屯區","",14.85
"098Q4","台中市","西屯區","公寓",9.91
"098Q4","台中市","西屯區","透天厝",18.66
"098Q4","台中市","西屯區","電梯大廈",14.88
"098Q4","台中市","西區","",14.06
"098Q4","台中市","西區","公寓",8.77
"098Q4","台中市","西區","透天厝",20.74
"098Q4","台中市","西區","電梯大廈",12.46
"098Q4","台中市","東區","",11.44
"098Q4","台中市","東區","透天厝",13.61
"098Q4","台中市","東區","電梯大廈",7.39
"098Q4","台中市","南屯區","",14.26
"098Q4","台中市","南屯區","透天厝",20.16
"098Q4","台中市","南屯區","電梯大廈",13.11
"098Q4","台中市","南區","",10.33
"098Q4","台中市","南區","公寓",7.06
"098Q4","台中市","南區","透天厝",14.99
"098Q4","台中市","南區","電梯大廈",9.48
"098Q4","台中縣","","",10.69
"098Q4","台中縣","","公寓",7.64
"098Q4","台中縣","","別墅",12.32
"098Q4","台中縣","","透天厝",11.71
"098Q4","台中縣","","電梯大廈",9.14
"098Q4","台中縣","大甲鎮","",10.91
"098Q4","台中縣","大甲鎮","透天厝",11.48
"098Q4","台中縣","大肚鄉","",10.25
"098Q4","台中縣","大肚鄉","透天厝",11.01
"098Q4","台中縣","大里市","",11.03
"098Q4","台中縣","大里市","別墅",13.16
"098Q4","台中縣","大里市","透天厝",12.62
"098Q4","台中縣","大里市","電梯大廈",9.62
"098Q4","台中縣","大雅鄉","",10.51
"098Q4","台中縣","大雅鄉","透天厝",11.60
"098Q4","台中縣","大雅鄉","電梯大廈",8.29
"098Q4","台中縣","太平市","",9.44
"098Q4","台中縣","太平市","透天厝",10.65
"098Q4","台中縣","太平市","電梯大廈",7.38
"098Q4","台中縣","外埔鄉","",9.56
"098Q4","台中縣","外埔鄉","透天厝",9.90
"098Q4","台中縣","后里鄉","",9.75
"098Q4","台中縣","沙鹿鎮","",11.80
"098Q4","台中縣","沙鹿鎮","透天厝",11.71
"098Q4","台中縣","沙鹿鎮","電梯大廈",11.41
"098Q4","台中縣","烏日鄉","",11.44
"098Q4","台中縣","烏日鄉","透天厝",13.82
"098Q4","台中縣","烏日鄉","電梯大廈",8.09
"098Q4","台中縣","神岡鄉","",10.90
"098Q4","台中縣","神岡鄉","透天厝",11.39
"098Q4","台中縣","梧棲鎮","",9.12
"098Q4","台中縣","梧棲鎮","透天厝",9.85
"098Q4","台中縣","清水鎮","",9.58
"098Q4","台中縣","清水鎮","透天厝",9.62
"098Q4","台中縣","潭子鄉","",11.49
"098Q4","台中縣","潭子鄉","透天厝",13.17
"098Q4","台中縣","潭子鄉","電梯大廈",10.92
"098Q4","台中縣","龍井鄉","",10.10
"098Q4","台中縣","龍井鄉","公寓",6.72
"098Q4","台中縣","龍井鄉","透天厝",10.64
"098Q4","台中縣","豐原市","",11.55
"098Q4","台中縣","豐原市","公寓",8.33
"098Q4","台中縣","豐原市","透天厝",14.66
"098Q4","台中縣","豐原市","電梯大廈",8.45
"098Q4","台中縣","霧峰鄉","",9.01
"098Q4","台中縣","霧峰鄉","透天厝",9.81
"098Q4","台北市","","",50.14
"098Q4","台北市","","公寓",40.39
"098Q4","台北市","","別墅",47.29
"098Q4","台北市","","套房",88.54
"098Q4","台北市","","透天厝",60.49
"098Q4","台北市","","電梯大廈",50.61
"098Q4","台北市","","樓中樓",42.77
"098Q4","台北市","士林區","",44.14
"098Q4","台北市","士林區","公寓",37.69
"098Q4","台北市","士林區","套房",81.97
"098Q4","台北市","士林區","透天厝",73.63
"098Q4","台北市","士林區","電梯大廈",45.55
"098Q4","台北市","大同區","",40.27
"098Q4","台北市","大同區","公寓",31.07
"098Q4","台北市","大同區","套房",67.52
"098Q4","台北市","大同區","電梯大廈",40.70
"098Q4","台北市","大安區","",75.97
"098Q4","台北市","大安區","公寓",70.68
"098Q4","台北市","大安區","套房",117.32
"098Q4","台北市","大安區","電梯大廈",72.06
"098Q4","台北市","中山區","",56.96
"098Q4","台北市","中山區","公寓",45.14
"098Q4","台北市","中山區","套房",89.52
"098Q4","台北市","中山區","電梯大廈",51.93
"098Q4","台北市","中正區","",57.30
"098Q4","台北市","中正區","公寓",49.58
"098Q4","台北市","中正區","套房",84.98
"098Q4","台北市","中正區","電梯大廈",55.57
"098Q4","台北市","內湖區","",39.03
"098Q4","台北市","內湖區","公寓",33.56
"098Q4","台北市","內湖區","套房",72.56
"098Q4","台北市","內湖區","電梯大廈",40.24
"098Q4","台北市","文山區","",31.29
"098Q4","台北市","文山區","公寓",28.45
"098Q4","台北市","文山區","套房",40.02
"098Q4","台北市","文山區","電梯大廈",32.82
"098Q4","台北市","北投區","",37.57
"098Q4","台北市","北投區","公寓",31.15
"098Q4","台北市","北投區","套房",62.14
"098Q4","台北市","北投區","透天厝",47.55
"098Q4","台北市","北投區","電梯大廈",40.87
"098Q4","台北市","松山區","",59.48
"098Q4","台北市","松山區","公寓",49.62
"098Q4","台北市","松山區","套房",98.70
"098Q4","台北市","松山區","電梯大廈",57.92
"098Q4","台北市","信義區","",58.06
"098Q4","台北市","信義區","公寓",44.14
"098Q4","台北市","信義區","套房",102.32
"098Q4","台北市","信義區","電梯大廈",60.11
"098Q4","台北市","南港區","",38.98
"098Q4","台北市","南港區","公寓",32.63
"098Q4","台北市","南港區","電梯大廈",41.46
"098Q4","台北市","萬華區","",36.50
"098Q4","台北市","萬華區","公寓",32.01
"098Q4","台北市","萬華區","套房",61.72
"098Q4","台北市","萬華區","電梯大廈",36.00
"098Q4","台東縣","","",7.64
"098Q4","台東縣","","透天厝",8.17
"098Q4","台東縣","台東市","",7.69
"098Q4","台東縣","台東市","透天厝",8.12
"098Q4","台南市","","",10.14
"098Q4","台南市","","公寓",6.04
"098Q4","台南市","","透天厝",11.41
"098Q4","台南市","","電梯大廈",9.18
"098Q4","台南市","中西區","",10.10
"098Q4","台南市","中西區","公寓",7.24
"098Q4","台南市","中西區","透天厝",11.28
"098Q4","台南市","中西區","電梯大廈",9.30
"098Q4","台南市","北區","",10.69
"098Q4","台南市","北區","公寓",5.80
"098Q4","台南市","北區","透天厝",11.78
"098Q4","台南市","北區","電梯大廈",10.12
"098Q4","台南市","安平區","",10.27
"098Q4","台南市","安平區","透天厝",14.18
"098Q4","台南市","安平區","電梯大廈",8.96
"098Q4","台南市","安南區","",9.93
"098Q4","台南市","安南區","透天厝",10.17
"098Q4","台南市","東區","",10.40
"098Q4","台南市","東區","公寓",6.61
"098Q4","台南市","東區","透天厝",12.86
"098Q4","台南市","東區","電梯大廈",9.30
"098Q4","台南市","南區","",8.83
"098Q4","台南市","南區","公寓",5.37
"098Q4","台南市","南區","透天厝",10.57
"098Q4","台南市","南區","電梯大廈",6.11
"098Q4","台南縣","","",8.97
"098Q4","台南縣","","公寓",6.08
"098Q4","台南縣","","透天厝",10.21
"098Q4","台南縣","","電梯大廈",7.33
"098Q4","台南縣","仁德鄉","",8.71
"098Q4","台南縣","仁德鄉","透天厝",9.40
"098Q4","台南縣","永康市","",9.14
"098Q4","台南縣","永康市","公寓",6.49
"098Q4","台南縣","永康市","透天厝",11.23
"098Q4","台南縣","永康市","電梯大廈",7.58
"098Q4","台南縣","佳里鎮","",8.20
"098Q4","台南縣","佳里鎮","透天厝",8.58
"098Q4","台南縣","麻豆鎮","",9.88
"098Q4","台南縣","麻豆鎮","透天厝",10.44
"098Q4","台南縣","善化鎮","",9.91
"098Q4","台南縣","善化鎮","透天厝",10.30
"098Q4","台南縣","新化鎮","",10.26
"098Q4","台南縣","新化鎮","透天厝",11.27
"098Q4","台南縣","新市鄉","",6.99
"098Q4","台南縣","新市鄉","電梯大廈",6.08
"098Q4","台南縣","新營市","",9.06
"098Q4","台南縣","新營市","透天厝",10.35
"098Q4","台南縣","歸仁鄉","",8.95
"098Q4","台南縣","歸仁鄉","透天厝",9.27
"098Q4","宜蘭縣","","",10.67
"098Q4","宜蘭縣","","公寓",9.17
"098Q4","宜蘭縣","","透天厝",10.77
"098Q4","宜蘭縣","","電梯大廈",11.45
"098Q4","宜蘭縣","五結鄉","",9.37
"098Q4","宜蘭縣","五結鄉","透天厝",10.49
"098Q4","宜蘭縣","冬山鄉","",9.42
"098Q4","宜蘭縣","冬山鄉","透天厝",9.71
"098Q4","宜蘭縣","壯圍鄉","",8.52
"098Q4","宜蘭縣","壯圍鄉","透天厝",8.88
"098Q4","宜蘭縣","宜蘭市","",10.66
"098Q4","宜蘭縣","宜蘭市","公寓",8.75
"098Q4","宜蘭縣","宜蘭市","透天厝",12.83
"098Q4","宜蘭縣","宜蘭市","電梯大廈",8.86
"098Q4","宜蘭縣","礁溪鄉","",13.29
"098Q4","宜蘭縣","礁溪鄉","透天厝",7.81
"098Q4","宜蘭縣","礁溪鄉","電梯大廈",16.62
"098Q4","宜蘭縣","羅東鎮","",11.29
"098Q4","宜蘭縣","羅東鎮","公寓",9.52
"098Q4","宜蘭縣","羅東鎮","透天厝",13.74
"098Q4","宜蘭縣","羅東鎮","電梯大廈",10.87
"098Q4","花蓮縣","","",8.99
"098Q4","花蓮縣","","公寓",6.42
"098Q4","花蓮縣","","別墅",9.35
"098Q4","花蓮縣","","透天厝",10.17
"098Q4","花蓮縣","","電梯大廈",7.25
"098Q4","花蓮縣","吉安鄉","",9.20
"098Q4","花蓮縣","吉安鄉","別墅",7.89
"098Q4","花蓮縣","吉安鄉","透天厝",10.40
"098Q4","花蓮縣","吉安鄉","電梯大廈",6.42
"098Q4","花蓮縣","花蓮市","",9.35
"098Q4","花蓮縣","花蓮市","透天厝",11.29
"098Q4","花蓮縣","花蓮市","電梯大廈",7.56
"098Q4","花蓮縣","新城鄉","",6.51
"098Q4","花蓮縣","新城鄉","透天厝",6.51
"098Q4","南投縣","","",9.36
"098Q4","南投縣","","透天厝",10.15
"098Q4","南投縣","","電梯大廈",5.48
"098Q4","南投縣","南投市","",10.51
"098Q4","南投縣","南投市","透天厝",11.81
"098Q4","南投縣","埔里鎮","",8.20
"098Q4","南投縣","埔里鎮","透天厝",8.61
"098Q4","南投縣","草屯鎮","",8.14
"098Q4","南投縣","草屯鎮","透天厝",8.75
"098Q4","屏東縣","","",8.30
"098Q4","屏東縣","","公寓",5.94
"098Q4","屏東縣","","透天厝",9.18
"098Q4","屏東縣","","電梯大廈",5.17
"098Q4","屏東縣","內埔鄉","",8.50
"098Q4","屏東縣","內埔鄉","透天厝",8.52
"098Q4","屏東縣","東港鎮","",7.83
"098Q4","屏東縣","長治鄉","",6.69
"098Q4","屏東縣","屏東市","",9.25
"098Q4","屏東縣","屏東市","公寓",6.10
"098Q4","屏東縣","屏東市","透天厝",11.06
"098Q4","屏東縣","屏東市","電梯大廈",5.57
"098Q4","屏東縣","萬丹鄉","",7.77
"098Q4","屏東縣","萬丹鄉","透天厝",7.77
"098Q4","屏東縣","潮州鎮","",7.28
"098Q4","屏東縣","潮州鎮","透天厝",7.80
"098Q4","苗栗縣","","",10.41
"098Q4","苗栗縣","","公寓",9.22
"098Q4","苗栗縣","","透天厝",11.35
"098Q4","苗栗縣","","電梯大廈",8.56
"098Q4","苗栗縣","竹南鎮","",10.31
"098Q4","苗栗縣","竹南鎮","透天厝",11.68
"098Q4","苗栗縣","竹南鎮","電梯大廈",8.23
"098Q4","苗栗縣","苗栗市","",10.52
"098Q4","苗栗縣","苗栗市","公寓",7.68
"098Q4","苗栗縣","苗栗市","透天厝",11.62
"098Q4","苗栗縣","苗栗市","電梯大廈",9.44
"098Q4","苗栗縣","苑裡鎮","",6.93
"098Q4","苗栗縣","頭份鎮","",11.14
"098Q4","苗栗縣","頭份鎮","公寓",11.21
"098Q4","苗栗縣","頭份鎮","透天厝",12.12
"098Q4","苗栗縣","頭份鎮","電梯大廈",8.65
"098Q4","桃園市","","",11.94
"098Q4","桃園市","","公寓",8.85
"098Q4","桃園市","","別墅",12.08
"098Q4","桃園市","","套房",13.78
"098Q4","桃園市","","透天厝",12.16
"098Q4","桃園市","","電梯大廈",12.27
"098Q4","桃園市","","樓中樓",10.56
"098Q4","桃園市","八德區","",11.23
"098Q4","桃園市","八德區","公寓",8.12
"098Q4","桃園市","八德區","別墅",11.30
"098Q4","桃園市","八德區","透天厝",11.88
"098Q4","桃園市","八德區","電梯大廈",11.40
"098Q4","桃園市","大園區","",11.19
"098Q4","桃園市","大園區","透天厝",11.92
"098Q4","桃園市","大園區","電梯大廈",10.62
"098Q4","桃園市","大溪區","",10.35
"098Q4","桃園市","大溪區","透天厝",10.76
"098Q4","桃園市","大溪區","電梯大廈",9.40
"098Q4","桃園市","中壢區","",11.87
"098Q4","桃園市","中壢區","公寓",8.62
"098Q4","桃園市","中壢區","透天厝",14.32
"098Q4","桃園市","中壢區","電梯大廈",11.67
"098Q4","桃園市","平鎮區","",11.14
"098Q4","桃園市","平鎮區","公寓",8.69
"098Q4","桃園市","平鎮區","透天厝",11.65
"098Q4","桃園市","平鎮區","電梯大廈",11.16
"098Q4","桃園市","桃園區","",12.22
"098Q4","桃園市","桃園區","公寓",9.17
"098Q4","桃園市","桃園區","套房",14.49
"098Q4","桃園市","桃園區","透天厝",14.27
"098Q4","桃園市","桃園區","電梯大廈",12.14
"098Q4","桃園市","楊梅區","",8.67
"098Q4","桃園市","楊梅區","公寓",9.02
"098Q4","桃園市","楊梅區","透天厝",9.81
"098Q4","桃園市","楊梅區","電梯大廈",7.76
"098Q4","桃園市","龍潭區","",9.84
"098Q4","桃園市","龍潭區","公寓",6.99
"098Q4","桃園市","龍潭區","透天厝",10.15
"098Q4","桃園市","龍潭區","電梯大廈",10.60
"098Q4","桃園市","龜山區","",13.71
"098Q4","桃園市","龜山區","公寓",9.58
"098Q4","桃園市","龜山區","透天厝",12.35
"098Q4","桃園市","龜山區","電梯大廈",14.79
"098Q4","桃園市","蘆竹區","",13.95
"098Q4","桃園市","蘆竹區","公寓",9.22
"098Q4","桃園市","蘆竹區","透天厝",13.69
"098Q4","桃園市","蘆竹區","電梯大廈",14.28
"098Q4","桃園市","觀音區","",8.74
"098Q4","桃園市","觀音區","透天厝",8.91
"098Q4","高雄市","","",12.52
"098Q4","高雄市","","公寓",7.79
"098Q4","高雄市","","別墅",24.02
"098Q4","高雄市","","套房",13.71
"098Q4","高雄市","","透天厝",15.21
"098Q4","高雄市","","電梯大廈",12.04
"098Q4","高雄市","三民區","",11.80
"098Q4","高雄市","三民區","公寓",8.59
"098Q4","高雄市","三民區","透天厝",16.20
"098Q4","高雄市","三民區","電梯大廈",10.67
"098Q4","高雄市","小港區","",9.85
"098Q4","高雄市","小港區","公寓",5.64
"098Q4","高雄市","小港區","透天厝",12.60
"098Q4","高雄市","小港區","電梯大廈",6.95
"098Q4","高雄市","左營區","",12.35
"098Q4","高雄市","左營區","透天厝",17.77
"098Q4","高雄市","左營區","電梯大廈",11.09
"098Q4","高雄市","前金區","",17.16
"098Q4","高雄市","前金區","電梯大廈",17.03
"098Q4","高雄市","前鎮區","",12.70
"098Q4","高雄市","前鎮區","公寓",7.60
"098Q4","高雄市","前鎮區","透天厝",16.22
"098Q4","高雄市","前鎮區","電梯大廈",11.75
"098Q4","高雄市","苓雅區","",13.39
"098Q4","高雄市","苓雅區","公寓",7.64
"098Q4","高雄市","苓雅區","透天厝",16.46
"098Q4","高雄市","苓雅區","電梯大廈",14.43
"098Q4","高雄市","新興區","",14.59
"098Q4","高雄市","新興區","透天厝",23.69
"098Q4","高雄市","新興區","電梯大廈",10.70
"098Q4","高雄市","楠梓區","",10.58
"098Q4","高雄市","楠梓區","公寓",4.98
"098Q4","高雄市","楠梓區","透天厝",12.48
"098Q4","高雄市","楠梓區","電梯大廈",8.60
"098Q4","高雄市","鼓山區","",14.07
"098Q4","高雄市","鼓山區","公寓",7.26
"098Q4","高雄市","鼓山區","透天厝",15.82
"098Q4","高雄市","鼓山區","電梯大廈",14.30
"098Q4","高雄市","鹽埕區","",12.84
"098Q4","高雄市","鹽埕區","電梯大廈",14.05
"098Q4","高雄縣","","",11.10
"098Q4","高雄縣","","公寓",6.97
"098Q4","高雄縣","","透天厝",12.05
"098Q4","高雄縣","","電梯大廈",9.60
"098Q4","高雄縣","大社鄉","",8.74
"098Q4","高雄縣","大寮鄉","",7.33
"098Q4","高雄縣","大寮鄉","透天厝",8.46
"098Q4","高雄縣","大寮鄉","電梯大廈",4.85
"098Q4","高雄縣","仁武鄉","",13.08
"098Q4","高雄縣","仁武鄉","透天厝",13.10
"098Q4","高雄縣","岡山鎮","",11.26
"098Q4","高雄縣","岡山鎮","透天厝",12.28
"098Q4","高雄縣","岡山鎮","電梯大廈",8.23
"098Q4","高雄縣","林園鄉","",7.35
"098Q4","高雄縣","林園鄉","透天厝",7.85
"098Q4","高雄縣","梓官鄉","",5.98
"098Q4","高雄縣","梓官鄉","透天厝",5.94
"098Q4","高雄縣","鳥松鄉","",14.65
"098Q4","高雄縣","鳥松鄉","透天厝",15.54
"098Q4","高雄縣","鳥松鄉","電梯大廈",13.33
"098Q4","高雄縣","湖內鄉","",8.94
"098Q4","高雄縣","湖內鄉","透天厝",9.45
"098Q4","高雄縣","路竹鄉","",9.67
"098Q4","高雄縣","路竹鄉","透天厝",9.70
"098Q4","高雄縣","鳳山市","",10.93
"098Q4","高雄縣","鳳山市","公寓",6.97
"098Q4","高雄縣","鳳山市","透天厝",12.71
"098Q4","高雄縣","鳳山市","電梯大廈",10.03
"098Q4","高雄縣","橋頭鄉","",14.05
"098Q4","高雄縣","橋頭鄉","透天厝",14.93
"098Q4","基隆市","","",8.78
"098Q4","基隆市","","公寓",7.89
"098Q4","基隆市","","透天厝",11.64
"098Q4","基隆市","","電梯大廈",8.87
"098Q4","基隆市","七堵區","",10.33
"098Q4","基隆市","七堵區","公寓",9.23
"098Q4","基隆市","七堵區","電梯大廈",10.57
"098Q4","基隆市","中山區","",8.64
"098Q4","基隆市","中山區","公寓",6.93
"098Q4","基隆市","中正區","",7.68
"098Q4","基隆市","中正區","公寓",7.88
"098Q4","基隆市","中正區","電梯大廈",7.17
"098Q4","基隆市","仁愛區","",12.72
"098Q4","基隆市","仁愛區","公寓",8.00
"098Q4","基隆市","仁愛區","電梯大廈",17.08
"098Q4","基隆市","安樂區","",8.14
"098Q4","基隆市","安樂區","公寓",7.36
"098Q4","基隆市","安樂區","電梯大廈",8.41
"098Q4","基隆市","信義區","",9.10
"098Q4","基隆市","信義區","公寓",8.68
"098Q4","基隆市","信義區","透天厝",12.56
"098Q4","基隆市","信義區","電梯大廈",7.73
"098Q4","基隆市","暖暖區","",9.03
"098Q4","基隆市","暖暖區","電梯大廈",9.02
"098Q4","雲林縣","","",8.67
"098Q4","雲林縣","","公寓",4.63
"098Q4","雲林縣","","透天厝",9.62
"098Q4","雲林縣","","電梯大廈",6.37
"098Q4","雲林縣","斗六市","",7.87
"098Q4","雲林縣","斗六市","公寓",4.63
"098Q4","雲林縣","斗六市","透天厝",9.46
"098Q4","雲林縣","北港鎮","",10.17
"098Q4","雲林縣","北港鎮","透天厝",10.61
"098Q4","雲林縣","虎尾鎮","",9.84
"098Q4","雲林縣","虎尾鎮","透天厝",10.74
"098Q4","雲林縣","虎尾鎮","電梯大廈",7.13
"098Q4","新北市","","",21.12
"098Q4","新北市","","公寓",20.26
"098Q4","新北市","","別墅",18.13
"098Q4","新北市","","套房",41.31
"098Q4","新北市","","透天厝",20.06
"098Q4","新北市","","電梯大廈",20.81
"098Q4","新北市","","樓中樓",18.55
"098Q4","新北市","八里區","",13.75
"098Q4","新北市","八里區","透天厝",15.49
"098Q4","新北市","八里區","電梯大廈",13.58
"098Q4","新北市","三芝區","",6.81
"098Q4","新北市","三芝區","電梯大廈",6.63
"098Q4","新北市","三重區","",24.88
"098Q4","新北市","三重區","公寓",20.68
"098Q4","新北市","三重區","套房",55.58
"098Q4","新北市","三重區","透天厝",29.46
"098Q4","新北市","三重區","電梯大廈",24.46
"098Q4","新北市","三峽區","",14.29
"098Q4","新北市","三峽區","公寓",9.98
"098Q4","新北市","三峽區","電梯大廈",14.45
"098Q4","新北市","土城區","",18.68
"098Q4","新北市","土城區","公寓",16.14
"098Q4","新北市","土城區","透天厝",25.78
"098Q4","新北市","土城區","電梯大廈",19.20
"098Q4","新北市","中和區","",26.32
"098Q4","新北市","中和區","公寓",22.27
"098Q4","新北市","中和區","套房",45.31
"098Q4","新北市","中和區","透天厝",37.18
"098Q4","新北市","中和區","電梯大廈",27.19
"098Q4","新北市","五股區","",13.53
"098Q4","新北市","五股區","公寓",10.99
"098Q4","新北市","五股區","電梯大廈",13.93
"098Q4","新北市","永和區","",30.49
"098Q4","新北市","永和區","公寓",27.78
"098Q4","新北市","永和區","套房",51.53
"098Q4","新北市","永和區","電梯大廈",30.90
"098Q4","新北市","汐止區","",18.41
"098Q4","新北市","汐止區","公寓",16.70
"098Q4","新北市","汐止區","套房",19.45
"098Q4","新北市","汐止區","透天厝",17.02
"098Q4","新北市","汐止區","電梯大廈",18.84
"098Q4","新北市","林口區","",15.16
"098Q4","新北市","林口區","公寓",14.66
"098Q4","新北市","林口區","別墅",15.89
"098Q4","新北市","林口區","透天厝",17.04
"098Q4","新北市","林口區","電梯大廈",15.02
"098Q4","新北市","板橋區","",26.37
"098Q4","新北市","板橋區","公寓",22.27
"098Q4","新北市","板橋區","套房",48.70
"098Q4","新北市","板橋區","透天厝",34.13
"098Q4","新北市","板橋區","電梯大廈",27.63
"098Q4","新北市","泰山區","",16.89
"098Q4","新北市","泰山區","公寓",14.30
"098Q4","新北市","泰山區","電梯大廈",17.61
"098Q4","新北市","淡水區","",18.50
"098Q4","新北市","淡水區","公寓",14.69
"098Q4","新北市","淡水區","套房",33.71
"098Q4","新北市","淡水區","透天厝",19.06
"098Q4","新北市","淡水區","電梯大廈",18.39
"098Q4","新北市","深坑區","",14.66
"098Q4","新北市","深坑區","電梯大廈",14.71
"098Q4","新北市","新店區","",24.17
"098Q4","新北市","新店區","公寓",22.51
"098Q4","新北市","新店區","套房",36.38
"098Q4","新北市","新店區","透天厝",20.31
"098Q4","新北市","新店區","電梯大廈",24.81
"098Q4","新北市","新莊區","",22.14
"098Q4","新北市","新莊區","公寓",19.70
"098Q4","新北市","新莊區","套房",45.75
"098Q4","新北市","新莊區","電梯大廈",22.02
"098Q4","新北市","樹林區","",15.37
"098Q4","新北市","樹林區","公寓",11.96
"098Q4","新北市","樹林區","透天厝",16.96
"098Q4","新北市","樹林區","電梯大廈",15.85
"098Q4","新北市","蘆洲區","",22.63
"098Q4","新北市","蘆洲區","公寓",20.78
"098Q4","新北市","蘆洲區","電梯大廈",23.05
"098Q4","新北市","鶯歌區","",10.40
"098Q4","新北市","鶯歌區","公寓",8.03
"098Q4","新北市","鶯歌區","透天厝",11.94
"098Q4","新北市","鶯歌區","電梯大廈",9.91
"098Q4","新竹市","","",13.42
"098Q4","新竹市","","公寓",10.99
"098Q4","新竹市","","透天厝",16.15
"098Q4","新竹市","","電梯大廈",13.08
"098Q4","新竹市","新竹市","",13.42
"098Q4","新竹市","新竹市","公寓",10.99
"098Q4","新竹市","新竹市","透天厝",16.15
"098Q4","新竹市","新竹市","電梯大廈",13.08
"098Q4","新竹縣","","",11.99
"098Q4","新竹縣","","公寓",9.12
"098Q4","新竹縣","","透天厝",12.53
"098Q4","新竹縣","","電梯大廈",12.47
"098Q4","新竹縣","竹北市","",13.96
"098Q4","新竹縣","竹北市","公寓",9.52
"098Q4","新竹縣","竹北市","透天厝",15.42
"098Q4","新竹縣","竹北市","電梯大廈",13.96
"098Q4","新竹縣","竹東鎮","",10.69
"098Q4","新竹縣","竹東鎮","公寓",8.16
"098Q4","新竹縣","竹東鎮","透天厝",12.39
"098Q4","新竹縣","竹東鎮","電梯大廈",9.89
"098Q4","新竹縣","湖口鄉","",9.44
"098Q4","新竹縣","湖口鄉","公寓",9.35
"098Q4","新竹縣","湖口鄉","透天厝",9.88
"098Q4","新竹縣","湖口鄉","電梯大廈",8.59
"098Q4","新竹縣","新豐鄉","",11.16
"098Q4","新竹縣","新豐鄉","透天厝",11.92
"098Q4","新竹縣","新豐鄉","電梯大廈",9.70
"098Q4","嘉義市","","",8.88
"098Q4","嘉義市","","公寓",6.14
"098Q4","嘉義市","","透天厝",11.46
"098Q4","嘉義市","","電梯大廈",6.62
"098Q4","嘉義市","嘉義市","",8.88
"098Q4","嘉義市","嘉義市","公寓",6.14
"098Q4","嘉義市","嘉義市","透天厝",11.46
"098Q4","嘉義市","嘉義市","電梯大廈",6.62
"098Q4","嘉義縣","","",8.32
"098Q4","嘉義縣","","公寓",5.83
"098Q4","嘉義縣","","透天厝",8.42
"098Q4","嘉義縣","","電梯大廈",7.62
"098Q4","嘉義縣","中埔鄉","",8.71
"098Q4","嘉義縣","中埔鄉","透天厝",9.29
"098Q4","嘉義縣","太保市","",9.80
"098Q4","嘉義縣","太保市","透天厝",10.16
"098Q4","嘉義縣","水上鄉","",6.65
"098Q4","嘉義縣","水上鄉","透天厝",6.65
"098Q4","嘉義縣","民雄鄉","",7.45
"098Q4","嘉義縣","民雄鄉","透天厝",7.87
"098Q4","嘉義縣","朴子市","",10.73
"098Q4","彰化縣","","",9.33
"098Q4","彰化縣","","公寓",5.94
"098Q4","彰化縣","","透天厝",10.10
"098Q4","彰化縣","","電梯大廈",7.63
"098Q4","彰化縣","和美鎮","",8.35
"098Q4","彰化縣","和美鎮","透天厝",8.85
"098Q4","彰化縣","員林鎮","",10.08
"098Q4","彰化縣","員林鎮","透天厝",11.34
"098Q4","彰化縣","員林鎮","電梯大廈",6.55
"098Q4","彰化縣","鹿港鎮","",9.25
"098Q4","彰化縣","鹿港鎮","透天厝",11.00
"098Q4","彰化縣","溪湖鎮","",10.43
"098Q4","彰化縣","溪湖鎮","透天厝",10.69
"098Q4","彰化縣","彰化市","",9.59
"098Q4","彰化縣","彰化市","透天厝",10.91
"098Q4","彰化縣","彰化市","電梯大廈",7.92
"098Q4","澎湖縣","","",10.22
"098Q4","澎湖縣","","透天厝",10.23
"098Q4","澎湖縣","馬公市","",10.41
"098Q4","澎湖縣","馬公市","透天厝",10.44
"099Q1","全國","","",21.21
"099Q1","全國","","公寓",23.52
"099Q1","全國","","別墅",16.07
"099Q1","全國","","套房",53.15
"099Q1","全國","","透天厝",13.36
"099Q1","全國","","電梯大廈",22.16
"099Q1","全國","","樓中樓",16.56
"099Q1","台中市","","",13.27
"099Q1","台中市","","公寓",9.16
"099Q1","台中市","","別墅",20.95
"099Q1","台中市","","透天厝",18.17
"099Q1","台中市","","電梯大廈",12.57
"099Q1","台中市","北屯區","",11.73
"099Q1","台中市","北屯區","公寓",7.70
"099Q1","台中市","北屯區","別墅",17.43
"099Q1","台中市","北屯區","透天厝",16.77
"099Q1","台中市","北屯區","電梯大廈",10.30
"099Q1","台中市","北區","",13.12
"099Q1","台中市","北區","公寓",8.12
"099Q1","台中市","北區","透天厝",19.91
