TOWNCODE,COUNTYNAME,TOWNNAME,education_high_school_graduate,education_less_than_high_school,education_college,education_college_rate,education_high_school_graduate_rate,education_less_than_high_school_rate,employ_rate
10008040,南投縣,竹山鎮,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10008050,南投縣,集集鎮,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10008060,南投縣,名間鄉,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10008070,南投縣,鹿谷鄉,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10008080,南投縣,中寮鄉,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10008090,南投縣,魚池鄉,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10008100,南投縣,國姓鄉,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10008110,南投縣,水里鄉,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10008120,南投縣,信義鄉,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10008130,南投縣,仁愛鄉,117335.0,133575.0,111650.0,0.3079490291262136,0.3236291924095322,0.36842177846425417,0.9623333333333334
10009010,雲林縣,斗六市,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009020,雲林縣,斗南鎮,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009030,雲林縣,虎尾鎮,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009040,雲林縣,西螺鎮,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009050,雲林縣,土庫鎮,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009060,雲林縣,北港鎮,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009070,雲林縣,古坑鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009080,雲林縣,大埤鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009090,雲林縣,莿桐鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009100,雲林縣,林內鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009110,雲林縣,二崙鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009120,雲林縣,崙背鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009130,雲林縣,麥寮鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009140,雲林縣,東勢鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009150,雲林縣,褒忠鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009160,雲林縣,臺西鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009170,雲林縣,元長鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009180,雲林縣,四湖鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009190,雲林縣,口湖鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10009200,雲林縣,水林鄉,147256.0,211175.0,134925.0,0.27348405613796123,0.2984781780296581,0.4280377658323807,0.9627499999999999
10010010,嘉義縣,太保市,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010020,嘉義縣,朴子市,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010030,嘉義縣,布袋鎮,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010040,嘉義縣,大林鎮,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010050,嘉義縣,民雄鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010060,嘉義縣,溪口鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010070,嘉義縣,新港鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010080,嘉義縣,六腳鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010090,嘉義縣,東石鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010100,嘉義縣,義竹鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010110,嘉義縣,鹿草鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010120,嘉義縣,水上鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010130,嘉義縣,中埔鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010140,嘉義縣,竹崎鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010150,嘉義縣,梅山鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010160,嘉義縣,番路鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010170,嘉義縣,大埔鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10010180,嘉義縣,阿里山鄉,131278.0,166620.0,100570.0,0.2523916600580222,0.3294568196191413,0.4181515203228365,0.9624166666666666
10013010,屏東縣,屏東市,241083.0,221652.0,190124.0,0.2912175523351903,0.3692726913468299,0.33950975631797986,0.9622499999999999
10013020,屏東縣,潮州鎮,241083.0,221652.0,190124.0,0.2912175523351903,0.3692726913468299,0.33950975631797986,0.9622499999999999
10013030,屏東縣,東港鎮,241083.0,221652.0,190124.0,0.2912175523351903,0.3692726913468299,0.33950975631797986,0.9622499999999999
10013040,屏東縣,恆春鎮,241083.0,221652.0,190124.0,0.2912175523351903,0.3692726913468299,0.33950975631797986,0.9622499999999999
